Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
100.00740;STMicroelectronics (Tours) SAS;37071;2611Z;Fabrication de composants électroniques;475468;2271180;
100.03878;CIMENTS CALCIA;18320;2351Z;Fabrication de ciment;650521.9;2231859.2;
051.03840;MAULDE  & RENOU AISNE;2100;222C;Autre imprimerie (labeur);667957;2539585;
055.00940;UIOM Confort;29790;;non renseigné;95791;2360654;
055.01235;SALAISONS DU JET JEAN LAURENT;29140;151E;Préparation industrielle de produits à base de viandes;139898;2346911;
055.08873;BRETAGNE FRIGO;56300;631D;Entreposage frigorifique;204830;2354045;
058.01211;RESSORT MASSELIN;76144;287H;Fabrication de ressorts;507085;2492722;
053.04286;GIP Cyceron;14000;731Z;Recherche-développement en sciences physiques et naturelles;403358;2468592;
100.10929;Dalkia Biomasse Orléans;45071;3511Z;Production d'électricité;570235;2314934;
065.00042;Groupement Pétrolier du Val de Marne - GPVM;94290;232Z;Raffinage de pétrole;605459;2415101;
065.04883;Centre CEA de Saclay;91191;731Z;Recherche-développement en sciences physiques et naturelles;585032.660;2409434.125;
055.04516;EDF Gaz de France Distribution des Côtes d'Armor;22006;401E;Distribution et commerce d'électricité;223559;2402714;
055.11026;SAS CENTRE D'ABATTAGE DE DINDES DU FAOUET;56320;151C;Production de viandes de volailles;165764;2353224;
090.55102;DCN Services Brest;29228;351A;Construction de bâtiments de guerre;128449;2363837;
75200071;GAEC DE LA JULIERE;49220;;non renseigné;367000;2291800;
75200177;PARCHEMIN Bruno;56110;;non renseigné;158000;2365799;
053.01408;lecapitaine;50000;342A;Fabrication de carrosseries automobiles;349089;2462837;
063.01176;S.A.F.R.;53260;155C;Fabrication de fromages;372156;2337675;
062.01816;INNOVENE MANUFACTURING FRANCE SAS;57430;241L;Fabrication de matières plastiques de base;942469.446;2454848.326;
068.01150;SOCLI;65370;265C;Fabrication de chaux;458157;1780476;
065.06721;ANTHENA;78190;296A;Fabrication d'armement;575847;2420085;
068.03655;ETABLISSEMENTS E.CHAUMAT;12400;246L;Fabrication de produits chimiques à usage industriel;644000;1884300;
052.02517;Etablissement du Boucau;64340;5210B;Entreposage et stockage non frigorifique;290554;1843031;
070.00860;SONOCO PAPER FRANCE;59520;211C;Fabrication de papier et de carton;652552;2631246;
100.01568;S. D. H. FERROVIAIRE;45550;352Z;Construction de matériel ferroviaire roulant;584548.840553;2318979.2877;
75100245;EARL de la Ville au grand;22460;;non renseigné;213793;2380825;
75600104;EARL PLUFERN;29233;;non renseigné;125999;2426537;
057.01695;Coopérative Agricole de la Champagne;51130;512A;Commerce de gros de céréales et aliments pour le bétail;718384.367325;2426270.17905;
058.00397;SAFET;27130;287C;Fabrication d'emballages métalliques légers;495757;2416404;
2355051;SA CARLIER PRODUCTION;2100;012G;Elevage de volailles;665300;2544000;
100.00502;BERRY TUFT;36330;175A;Fabrication de tapis et moquettes;552804;2196135;
100.01985;SAPLAC;18150;202Z;Fabrication de panneaux de bois;646372;2216808;
051.02443;FFM Finance;80202;171F;Filature de l'industrie lainière - cycle peigné;643109;2546223;
051.02404;Tereos Syral SAS Etablissement de NESLE;80190;1062Z;Fabrication de produits amylacés;640810;2530330;
070.01158;Papeterie de Maresquel;62990;211C;Fabrication de papier et de carton;570700;2601900;
051.02417;CSDU NURLU;80240;3821Z;Traitement et élimination des déchets non dangereux;648975;2556913;
051.01171;LE PLOMB Français;60190;2443Z;Métallurgie du plomb -  du zinc ou de l'étain;623200;2492400;
549.02137;SIALE;49280;1012Z;Transformation et conservation de la viande de volaille;351839.56568418;2236827.6089234;
75600255;LAGADEC Thierry;29640;012G;Elevage de volailles;162248;2399324;
75600257;QUEGUINER HERVE;29640;012E;Elevage de porcins;153426;2408587;
052.00420;Smurfit Kappa Cellulose du Pin;33380;1712Z;Fabrication de papier et de carton;337000;1964000;
055.01535;LES MOBILIERS MMO;35500;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;335950;2353158;
052.01046;POLIGRAT FRANCE;33600;2561Z;Traitement et revêtement des métaux;362522.63;1979790.8;
052.01440;POTEZ AERONAUTIQUE;40800;3030Z;Construction aéronautique et spatiale;390348;1859324;
22070539;EURL AUREGAN MEGRET;22640;0146Z;Élevage de porcins;249033;2384574;
221.00089;Société Agricole de Bologne;97100;1101Z;Production de boissons alcooliques distillées;636460.58220922;1769680.6615107;
073.00099;Mairie d'Osani - Compostage;20147;751A;Administration publique générale;1118053.4076192;1726551.0029815;
29254022;BIANIC;29600;1013A;Préparation industrielle de produits à base de viande;142864;2415892;
75600162;EARL MORIZUR;29400;012E;Elevage de porcins;116537;2410711;
052.02283;CONSERVES FRANCE;47140;1039A;Autre transformation et conservation de légumes;479692;1934846;
35028095;EARL DE LA MAUDAYAIS;35150;0146Z;Élevage de porcins;320900;2336900;
713.72717;station d'épuration de vitrolles;13127;3700Z;Collecte et traitement des eaux usées;835856;1828729;
522.06480;EARL HERVEIC CLAUDE;22290;0147Z;Élevage de volailles;202700;2420000;
052.06066;DRAGAGES DU PONT DE LESCAR SAS;64360;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;365845;1822331;
64338030;earl arc en ciel;64160;0146Z;Élevage de porcins;398160;1820358;
051.05767;GL ORGANOSOL;60350;3821Z;Traitement et élimination des déchets non dangereux;652931;2495452;
054.02091;ets petit-demange;21850;3832Z;Récupération de déchets triés;808523.04492578;2263215.3969405;
055.00326;GUYOT ENVIRONNEMENT SAS;22970;3832Z;Récupération de déchets triés;196400;2408199;
070.00399;CREAUTO;59113;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;649200;2617500;
055.00618;Société Briecoise d'Abattage;29510;1011Z;Transformation et conservation de la viande de boucherie;126826;2363274;
055.00737;SOBAD Marine;29100;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;104098;2364650;
052.02714;SPEICHIM PROCESSING;64150;2014Z;Fabrication d'autres produits chimiques organiques de base;361365;1824454;
32101721;BELIN Marcel;32500;012G;Elevage de volailles;467285;1869578;
052.06645;SYDEC;40090;3821Z;Traitement et élimination des déchets non dangereux;458751.69797595;1880297.6973468;
052.07446;SMTD (plate-forme de compostage de Serres-Castets);64121;3821Z;Traitement et élimination des déchets non dangereux;378833.06;1822403.41;
055.01532;TIMAC AGRO usine de la Zone Industrielle;35400;2015Z;Fabrication de produits azotés et d'engrais;279886;2413422;
055.01684;Laboratoires de biologie végétale YVES ROCHER;56200;2042Z;Fabrication de parfums et de produits pour la toilette;265196.96803454;2317745.3651637;
052.00257;Akzo Nobel Pulp and Performance Chemicals sas;33810;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;373825;2005835;
090.00210;DGA TECHNIQUES TERRESTRES;49245;8422Z;Défense;379600;2282700;
75561012;SCEA JOUBIER;56800;0147Z;Élevage de volailles;243675;2339438;
BP 600;;;;;;;
cedex 09;83800;PROVENCE-ALPES-COTE-D'AZUR;;;Activités hospitalières;;
052.05417;AES Action Environnement Services;24800;3821Z;Traitement et élimination des déchets non dangereux;492042.09;2051289.91;
052.05545;I.S.D.N.D de l'Albie;47150;3821Z;Traitement et élimination des déchets non dangereux;474614.97712146;1944581.1764399;
062.07626;LINGENHELD ENVIRONNEMENT LORRAINE - Centre de valorisation METZ-NANCY-LORRAINE;57420;3832Z;Récupération de déchets triés;883222;2446870;
053.02264;LISI Automotive Nomel;61550;2594Z;Fabrication de vis et de boulons;466011;2427499;
75672027;RACHET Philippe;72270;0147Z;Élevage de volailles;414037;2318969;
75672062;SCEA SEVAULT;72340;0147Z;Élevage de volailles;474059;2308363;
063.01103;ANMDS;44118;2561Z;Traitement et revêtement des métaux;300374;2239989;
062.00677;R.A.M LOCATIONS;54110;9609Z;Autres services personnels n.c.a.;893150;2411440;
063.01546;SOLITOP;85410;3822Z;Traitement et élimination des déchets dangereux;352939.33;2181866.21;
BP65;89600;BOURGOGNE;Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;;Métallurgie de l'aluminium;2.(f);
054.02056;MINOTERIE FOREST;71250;1061A;Meunerie;783000;2169800;
055.01525;EVTV;35400;3700Z;Collecte et traitement des eaux usées;573816.19749246;2404078.6560541;
064.01000;ORTEC INDUSTRIE ROGNAC/VALORTEC;13340;3812Z;Collecte des déchets dangereux;832370;1836680;
055.03534;SAS BREIZ AUTO;22640;4511Z;Commerce de voitures et de véhicules automobiles légers;249033;2384574;
057.01275;ESKA;52100;3832Z;Récupération de déchets triés;792171;2407551;
063.00935;SOLEVAL;85120;3832Z;Récupération de déchets triés;364596;2187937;
055.08880;DELIFRANCE Landévant;56690;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;190131.15;2321076.21;
064.03419;unic sas;6510;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;987742;1840850;
057.01828;Trival'Marne - SITA Dectra;51370;3821Z;Traitement et élimination des déchets non dangereux;720200;2475400;
064.61330;SMICTOM de l'Embrunais Savinois;5200;3821Z;Traitement et élimination des déchets non dangereux;932301.77694466;1962073.8592719;
ZI Mitry-Compans;77290;ILE-DE-FRANCE;;;Fabrication de préparations pharmaceutiques;;
065.01915;XELLA (ex SIPOREX);77130;2361Z;Fabrication d'éléments en béton pour la construction;646207;2376997;
81292009;SICA SAS Porci Ségala;81190;0146Z;Élevage de porcins;598070;1899915;
055.03692;AUTO RECYCLAGE;22440;3831Z;Démantèlement d'épaves;219789.12;2403223.6;
057.02032;SEDAC-France;10400;3103Z;Fabrication de matelas;684863.85;2389320;
057.02555;PTC;51683;2229A;Fabrication de pièces techniques à base de matières plastiques;728322.1975081;2471056.7725439;
057.02597;ADNOT Père et Fils;10100;3832Z;Récupération de déchets triés;679644.35370252;2368433.4362742;
057.02761;AUREADE;51520;3821Z;Traitement et élimination des déchets non dangereux;745000;2449800;
057.03098;Saleur Eco Environnement;52000;3832Z;Récupération de déchets triés;808787;2349288;
057.03504;AGRI COMPOST 10;10150;3811Z;Collecte des déchets non dangereux;731788.47;2379174.68;
067.00476;Heidinger Ebel Metal Soultz;68360;2550B;Découpage -  emboutissage;960331;2331712;
070.02186;ENGRAIS DEROME (société des);59570;2015Z;Fabrication de produits azotés et d'engrais;704280;2590016;
BP 48348;95804;ILE-DE-FRANCE;;;Entreposage et stockage non frigorifique;;
058.01685;SCI SOGARIS PORT DE ROUEN VALLEE DE SEINE;76530;6820B;Location de terrains et d'autres biens immobiliers;501149.19;2484436.22;
059.00956;SITA CENTRE EST;39570;3832Z;Récupération de déchets triés;847645;2190611;
058.03909;SCEA RENAULT LEBERQUER;76430;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;463200;2500500;
058.03799;INSERDECO SAS;76860;8299Z;Autres activités de soutien aux entreprises n.c.a.;500574.49;2541966.03;
059.01370;AUCHAN BELFORT NORD;90160;4711F;Hypermarchés;943875.42;2303431.42;
062.01569;SEVIA;57000;372Z;Récupération de matières non métalliques recyclables;879979;2464744;
059.01234;CLARILAC;70140;2561Z;Traitement et revêtement des métaux;844240;2258331;
066.01574;GIE CHIMIE SALINDRES;30340;2014Z;Fabrication d'autres produits chimiques organiques de base;745217.94;1909391.34;
067.02103;EMBALYS ALPLAST;68160;252C;Fabrication d'emballages en matières plastiques;959637;2371811;
061.03294;TECHNIQUES SURFACES ANDREZIEUX;42162;2561Z;Traitement et revêtement des métaux;750170;2060374;
063.02296;LES CREATIONS DU VAL DE LOIRE;49770;315C;Fabrication d'appareils d'éclairage;373687;2288800;
051.02555;Usine de Gamaches;80220;2313Z;Fabrication de verre creux;543900;2554800;
100.01613;SOCIETE ORLEANAISE DE DISTRIBUTION DE CHALEUR;45002;3530Z;Production et distribution de vapeur et d'air conditionné;567369.951;2324242.387;
100.04362;SITA - Installation de stockage de déchets non dangereux d'Orval;18200;3821Z;Traitement et élimination des déchets non dangereux;610151;2191652;
100.05432;HAERAUX TECHNOLOGIES;36130;2561Z;Traitement et revêtement des métaux;554599;2205903;
29278069;MORVAN CATHERINE;29540;0114Z;Culture de la canne à sucre;150300;2372099;
101.00002;PHILIPS France Division Eclairage;1708;2740Z;Fabrication d'appareils d'éclairage électrique;804366;2094830;
701.45103;STEP - BOURG EN BRESSE;1440;8411Z;Administration publique générale;822461.20391638;2140352.8428656;
070.00426;RDN (Récupération du Nord) - M Zomar;59930;3831Z;Démantèlement d'épaves;640536;2630700;
75100129;SACOPORC;35210;0146Z;Élevage de porcins;338875;2364349;
75200002;EARL ROY Michel;85570;0147Z;Élevage de volailles;353189;2175922;
75290105;EARL KOAT PENHOAT;29270;0146Z;Élevage de porcins;160547;2383210;
75600154;SA BILLON Henri;29400;0146Z;Élevage de porcins;124911;2405193;
75600274;MERRET Jean-Jacques;29670;0146Z;Élevage de porcins;140299;2418899;
75600283;EARL KERVEILLANT;29710;0146Z;Élevage de porcins;107300;2352199;
75600290;EARL DU RUOT;29710;0146Z;Élevage de porcins;100381;2349637;
75633002;SCEA LA FOUGERAIE;33340;0146Z;Élevage de porcins;348725;2037126;
75762117;EARL CHEREAU;72170;0146Z;Élevage de porcins;437900;2361700;
070.01091;LAMATO;62053;2060Z;Fabrication de fibres artificielles ou synthétiques;633200;2589500;
86187693;EARL de la Joubertière;86300;0146Z;Élevage de porcins;480463;2176389;
055.01489;Chatal;35600;2562A;Décolletage;268076;2304611;
062.02026;DAUSSAN;57147;2059Z;Fabrication d'autres produits chimiques n.c.a.;878790;2469100;
062.02598;Société Fromagère de xertigny;88220;1051C;Fabrication de fromage;904270;2347000;
055.04554;GAEC LES REFLETS DE LA PRESQU'ILE;22740;0113Z;Culture de légumes -  de melons -  de racines et de tubercules;196560;2436874;
062.09479;Dechetterie intercommunale;54390;8411Z;Administration publique générale;879860.38;2424970.35;
063.01099;COMPAGNIE EUROPEENNE DE TANNAGE;49330;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;387170;2300830;
063.01259;ETS JEAN ROUTHIAU;85250;1013A;Préparation industrielle de produits à base de viande;334185.6;2216746.2;
063.01855;GDE Le Mans;72100;3832Z;Récupération de déchets triés;439446.08186863;2331690.9888723;
063.01917;PASSENAUD RECYCLAGE;72470;3832Z;Récupération de déchets triés;451822;2337639;
063.02141;SNN - ISDND DE SAINT FRAIMBAULT;53300;3811Z;Collecte des déchets non dangereux;385337;2374299;
063.02324;PROLIFER RECYCLING;49160;3831Z;Démantèlement d'épaves;420200;2268600;
063.02665;MASSE CHARPENTE SERRURERIE;85510;2511Z;Fabrication de structures métalliques et de parties de structures;345470;2204137;
100.01220;HYPRED;45500;2041Z;Fabrication de savons -  détergents et produits d'entretien;625062.94208393;2292326.666436;
100.01321;SEMOFLEX VAL DE LOIRE/la maison pilote;45590;2221Z;Fabrication de plaques -  feuilles -  tubes et profilés en matières plastiques;572426;2314896;
064.00078;SURPLUS AUTOS;13127;4532Z;Commerce de détail d'équipements automobiles;835447.23;1829223.1;
064.00294;CHARABOT;6130;2053Z;Fabrication d'huiles essentielles;970214;1860624;
064.00320;IFF FRANCE SAS - LMR NATURALS;6310;2053Z;Fabrication d'huiles essentielles;970214;1860624;
102.00096;Laboratoires M&L;7150;2042Z;Fabrication de parfums et de produits pour la toilette;765748;1940652;
105.00150;C2FT;42160;2562B;Mécanique industrielle;750170;2060374;
22214001;EARL DE KERNARHANT;22470;0147Z;Élevage de volailles;208713;2429911;
247.00095;SAINT MARCEL AUTO PIECES;71380;4532Z;Commerce de détail d'équipements automobiles;796545.23641328;2201284.0830339;
248.00005;COMMUNAUTE DE COMMUNES LOIRE ET NOHAIN;58200;3821Z;Traitement et élimination des déchets non dangereux;644366;2268197;
253.00061;Communauté de Communes de PARAY LE MONIAL;71600;8411Z;Administration publique générale;735659.03;2163500.46;
254.00029;EURL LHUILLIER FILS;89470;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;691515;2317558;
44190005;COVI;44230;1085Z;Fabrication de plats préparés;535815.3966311;2243593.0542226;
51184037;SCEA de la CERTINE;51300;0146Z;Élevage de porcins;762390;2412958;
549.00708;SAS GUILLET;49640;1012Z;Transformation et conservation de la viande de volaille;398281.78;2303269.62;
555.00779;SARL du poirier vert;55800;3821Z;Traitement et élimination des déchets non dangereux;794996;2434688;
569.00392;AUCHAN Saint Priest;69800;4711F;Hypermarchés;801621;2083538;
538.00401;PLATE FORME DE COMPOSTAGE DE MONTREMOND;38270;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;815379.78;2040054.22;
104.00016;ETS MALLEIN;38630;2562B;Mécanique industrielle;849500;2073000;
104.00061;BIOMERIEUX;38390;2059Z;Fabrication d'autres produits chimiques n.c.a.;832532;2099354;
56165018;SCEA DE L'OUST;56800;0147Z;Élevage de volailles;246313;2336393;
106.00060;GDE ST GENIS;69230;3831Z;Démantèlement d'épaves;792865.61;2079618.28;
106.00110;VAL'AURA;69280;3832Z;Récupération de déchets triés;784378.89;2088153.83;
106.00147;VAL'AURA;69120;3832Z;Récupération de déchets triés;802154;2088596;
106.00289;MESSIER BUGATTI DOWTY;69627;3030Z;Construction aéronautique et spatiale;797208;2089404;
106.00308;DAIKIN CHEMICAL FRANCE;69310;2016Z;Fabrication de matières plastiques de base;793614.69;2081920.23;
75220002;LES GENETS - LES PINS;22460;0147Z;Élevage de volailles;218600;2372699;
107.00011;BOLLHOFF OTALU SA;73493;2594Z;Fabrication de vis et de boulons;882967;2066611;
063.03147;BOBCAT France;44160;2445Z;Métallurgie des autres métaux non ferreux;266456;2280213;
108.00212;ZEDCE;74460;2562B;Mécanique industrielle;924249;2127578;
108.00284;EMT 74;74134;2550B;Découpage -  emboutissage;916094;2127332;
108.00414;kanigen france;74130;2561Z;Traitement et revêtement des métaux;914786;2127766;
10850718;EARL la vergnaie;85130;0147Z;Élevage de volailles;346511;2223300;
10855747;earl la baudriere;85700;0147Z;Élevage de volailles;356242;2208711;
121.00121;DIAGER;39800;2562B;Mécanique industrielle;857321;2209096;
14630043;FRIAL;14400;1085Z;Fabrication de plats préparés;380873;2478616;
75200393;DOMAINE DE POT AU PIN;33610;0147Z;Élevage de volailles;360650;1975975;
75560298;SCEA J AND B;56420;0147Z;Élevage de volailles;227712;2327210;
165.00126;SICTOM ISSOIRE BRIOUDE;43100;3811Z;Collecte des déchets non dangereux;677968.74;2043595.71;
165.00127;SICTOM VELAY PILAT;43240;3811Z;Collecte des déchets non dangereux;754489.13;2038887.51;
182.00030;PAD PEYRIAC AUTO DECONSTRUCTION;11440;3831Z;Démantèlement d'épaves;649832;1787618;
070.00472;FLANDRES ENROBES;59120;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;648256;2624644;
074.02252;DALKIA chaufferie du MIN de Rungis;94150;3530Z;Production et distribution de vapeur et d'air conditionné;600677;2416488;
057.01763;LE BRONZE INDUSTRIEL;51600;2445Z;Métallurgie des autres métaux non ferreux;760567.14;2461158.91;
80293027;DELATTE;80500;012G;Elevage de volailles;620400;2518400;
055.03999;MARINE HARVEST LORIENT SAS;56100;152Z;Industrie du poisson;172267;2321543;
057.02720;auer;52190;2511Z;Fabrication de structures métalliques et de parties de structures;820925;2294400;
057.03072;sndpl;52330;2561Z;Traitement et revêtement des métaux;796554.15;2356924.71;
065.11164;Généris Tournan;77220;3821Z;Traitement et élimination des déchets non dangereux;631301;2415730;
065.13610;SCEA le Parc;77560;0147Z;Élevage de volailles;673425;2402690;
051.00202;VILLETTE VIANDES;2400;1011Z;Transformation et conservation de la viande de boucherie;680108;2449593;
058.00445;Chaufferie urbaine de Rouen Bihorel (CURB);76000;3530Z;Production et distribution de vapeur et d'air conditionné;513220;2496604;
058.00607;Borealis Chimie - Usine de Grand Quevilly;76121;2015Z;Fabrication de produits azotés et d'engrais;505720;2490781;
072.06939;MATRIX SAS;17520;4634Z;Commerce de gros (commerce interentreprises) de boissons;386248;2065652;
058.00762;BRONZE ALU;27750;2454Z;Fonderie d'autres métaux non ferreux;531063;2434411;
058.01056;BODYCOTE Saint Nicolas;76510;2561Z;Traitement et revêtement des métaux;521460;2542920;
068.03607;BRALEY Rouergue Loca Benne EURL;12340;3821Z;Traitement et élimination des déchets non dangereux;630406;1941399;
058.01216;BACHELET BONNEFOND;76140;3700Z;Collecte et traitement des eaux usées;506114;2493160;
052.06612;AUCHAN Bouliac;33270;4711F;Hypermarchés;375226;1982693;
052.06625;CHROMADURLIN;24100;2030Z;Fabrication de peintures -  vernis -  encres et mastics;461128;1985342;
052.08618;CHO MORCENX;40110;3511Z;Production d'électricité;339574;1897125;
058.01303;COTAC FRANCE;76107;8129B;Autres activités de nettoyage n.c.a.;509411;2494315;
054.01271;TOURSOR;89510;2593Z;Fabrication d'articles en fils métalliques -  de chaînes et de ressorts;672252.034084;2347604.99298;
070.02325;GSKBIO;59230;2110Z;Fabrication de produits pharmaceutiques de base;677463;2606326;
058.02753;CSDU de Grainville la teinturière;76450;3821Z;Traitement et élimination des déchets non dangereux;477700;2529393;
053.04163;Société des Ateliers Louis Vuitton;50220;1512Z;Fabrication d'articles de voyage -  de maroquinerie et de sellerie;327926;2406719;
059.00201;NICOLLIN;25410;3821Z;Traitement et élimination des déchets non dangereux;862975;2253263;
070.04013;Label'Pièce;59650;4532Z;Commerce de détail d'équipements automobiles;655997.95499607;2627976.9450219;
059.00830;V33;39210;2030Z;Fabrication de peintures -  vernis -  encres et mastics;847500.3;2200372.32;
065.01633;PARFUMERIE GENLIS MEAUX;77100;742C;Ingénierie -  études techniques;639447;2440036;
062.01439;RLD LORRAINE;57740;714A;Location de linge;914659;2466329;
062.05918;CHARBONNAGES DE FRANCE (Station de Compression Air à Vouters);57802;101Z;Extraction et agglomération de la houille;925796;2470251;
063.01234;COVI SAS;49300;151E;Préparation industrielle de produits à base de viandes;355849;2233524;
070.00867;PAS  de  CALAIS  ENROBES;62330;;non renseigné;608545;2625541;
22281023;DENIS Guy;22100;;non renseigné;224800;2389800;
75100101;LE VERGE Ambroise;29260;;non renseigné;111036;2421837;
75200020;MARQUET Guy;44590;;non renseigné;299300;2304000;
75200035;DOUX Jacques;44640;;non renseigné;302282;2225763;
75200161;LE GOURRIEREC;56930;;non renseigné;209388;2330981;
75200235;LE PENNEC;56400;;non renseigné;206349;2317825;
064.00657;Grands Moulins Maurel;13012;156B;Autres activités de travail des grains;846880;1815839;
2650303;SCEA des Basses hayettes;2260;;non renseigné;718056;2559688;
064.02242;CARREFOUR MARSEILLE GRAND LITTORAL;13463;521F;Hypermarchés;675379.367699;2353917.26254;
065.04776;Ecole Polytechnique;91128;;non renseigné;593674;2413230;
051.00530;SAPA Profiles Nord Ouest;2320;2442Z;Métallurgie de l'aluminium;680699.86950135;2500085.1890791;
126.00109;BOURBON TECHNOLOGIE;39170;252H;Fabrication de pièces techniques en matières plastiques;865615;2161432;
22020209;SARL GUICHARD CRG;22250;012G;Elevage de volailles;259037;2378600;
068.02318;ALQUIER COLLES ET GELATINES;81660;246C;Fabrication de colles et gélatines;606402;1833246;
070.02440;SAE WILLEFERT;59185;174B;Fabrication de petits articles textiles de literie;640700;2613100;
062.02244;BONNE ET FILS;88400;173Z;Ennoblissement textile;937597;2351115;
40075002;VIVIERS DE France-CHAPERON Arnault;40260;152Z;Industrie du poisson;319730;1881912;
50274320;SARL CHATAIGNIER;50600;012E;Elevage de porcins;346895;2399307;
051.00874;Société Française des Papiers Peints;60250;212J;Fabrication de papiers peints;599900;2477600;
75600427;GUICHON;56200;012G;Elevage de volailles;255963;2315212;
058.00685;RENOVATION EMBALLAGES METALLIQUES;76850;287A;Fabrication de fûts et emballages métalliques similaires;516064;2514996;
058.01106;SAINT - GOBAIN ISOVER;76806;261G;Fabrication de fibres de verre;510610;2486257;
051.01363;ArcelorMittal Atlantique et Lorraine;60761;2410Z;Sidérurgie;607300;2473000;
061.02041;CARTONNERIE DUBREUIL;1450;211C;Fabrication de papier et de carton;841963;2124759;
061.03298;MARREL SAS;42162;342A;Fabrication de carrosseries automobiles;750170;2060374;
061.03387;NEXTER systems centre de ROANNE;42328;296A;Fabrication d'armement;734200;2116500;
064.00019;ROCKWOOD ELECTRONIC MATERIALS WAFER RECLAIM;13850;;non renseigné;859822;1830862;
064.00027;AIR LIQUIDE;13106;;non renseigné;866253.538;1836790.23;
064.00370;CVMI - site de Valréas;84600;361C;Fabrication de meubles de bureau et de magasin;811316;1935070;
76276001;BIGARD SA;76440;1011Z;Transformation et conservation de la viande de boucherie;542709;2513114;
064.01791;ADRIAN INDUSTRIES;13591;246E;Fabrication d'huiles essentielles;851643;1840941;
065.06556;Societe de Distribution de chaleur de Vitry;94400;403Z;Production et distribution de chaleur;603659;2421514;
051.01923;SCOTT BADER;80000;2016Z;Fabrication de matières plastiques de base;594999;2546055;
090.00058;SNOI- Parc 1 du Havre;76290;4950Z;Transports par conduites;446463.817;2505923.374;
75560081;EARL DU MOULIN;56120;0147Z;Élevage de volailles;233137;2345125;
090.00266;DEMa Toulon (les Arènes);;;;;;
062.06441;MIR AUTOS;57360;4520A;Entretien et réparation de véhicules automobiles légers;871463;2475285;
053.00635;HONEYWELL Matériaux de Friction;14110;2932Z;Fabrication d'autres équipements automobiles;467998.77274815;2429272.2889637;
063.00798;AGENCE PAYS DE LA LOIRE - CARRIERE DE LA FERRIERE;85280;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;315400;2198300;
053.01825;Coopérative Isigny-Sainte-Mère;50480;1051C;Fabrication de fromage;331762;2493274;
053.01946;PARIS Recyclage Automobile;50660;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;322957;2448004;
76175360;TAHON Pascal;76660;0146Z;Élevage de porcins;536100;2534911;
063.01043;REEL Etablissement de Nantes;44472;2822Z;Fabrication de matériel de levage et de manutention;310744.64;2258819.72;
053.05506;Bouygues travaux public;50340;4299Z;Construction d'autres ouvrages de génie civil n.c.a.;566985.12000881;2504699.8772276;
252.00022;danfoss socla;71530;2814Z;Fabrication d'autres articles de robinetterie;794574.95171288;2206707.9310665;
054.01208;Etablissement de Gron;89100;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;670199.95651843;2351628.4016115;
054.01211;SNECMA LE CREUSOT;71200;3030Z;Construction aéronautique et spatiale;759194.16;2203142.36;
054.01252;FPT POWERTRAIN TECHNOLOGIES France SA;71140;2910Z;Construction de véhicules automobiles;708112;2181637;
054.01254;Aperam Alloys Imphy;58160;2410Z;Sidérurgie;670181;2215389;
063.02602;CLAVIER Sébastien;44830;4520B;Entretien et réparation d'autres véhicules automobiles;298834;2246500;
054.02380;AREVA CREUSOT FORGE Atelier Mécanique;71200;2562B;Mécanique industrielle;759374;2201504;
055.00719;ITEC SAS;29460;2550B;Découpage -  emboutissage;111208.59;2398260.25;
063.04981;WIENERBERGER SAS;49430;2332Z;Fabrication de briques -  tuiles et produits de construction -  en terre cuite;404599;2300615;
055.01097;Société industrielle laitière du Léon;29860;1051D;Fabrication d'autres produits laitiers;759108.64420967;2395763.7011252;
75850151;EARL LES PEUPLIERS;85210;0147Z;Élevage de volailles;344360;2174948;
064.00619;Saint Louis Sucre (Etablissement de Marseille);13343;1081Z;Fabrication de sucre;848711;1814579;
056.00015;Sanders centre auvergne;3150;1091Z;Fabrication d'aliments pour animaux de ferme;689197;2147018;
064.00915;SOTRECO;13160;3821Z;Traitement et élimination des déchets non dangereux;803729;1881155;
054.00425;Carrière de Saint Ouen;58160;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;673837;2209862;
BP 35;13140;PROVENCE-ALPES-COTE-D'AZUR;;;Réparation et maintenance d'autres équipements de transport;;
054.01174;ARGOS France DEPOT;71100;4778B;Commerces de détail de charbons et combustibles;791919;2200645;
