Identifiant;Nom Etablissement;CodePostal;Code APE;Libelle APE;coordonnees_x;coordonnees_y;COORDONNEE
81099936;SARL AVICOLE DU FRESQUET;81600;0147Z;Élevage de volailles;564626;1878059;49.3970534672, 3.33025300019
052.02221;CMS (CHROMAGE MECANIQUE SERVICES);47500;2561Z;Traitement et revêtement des métaux;492649;1942973;49.4430420486, 4.03831271488
061.03054;Becker Industrie Activité Special Coatings;38800;2030Z;Fabrication de peintures -  vernis -  encres et mastics;864499;2019900;
061.03110;SKIS ROSSIGNOL;38960;3230Z;Fabrication d'articles de sport;858941;2047778;49.9487019839, 3.42895000466
061.04227;Moteurs Patay;69008;2711Z;Fabrication de moteurs -  génératrices et transformateurs électriques;796020;2085439;49.8241737659, 3.26919150845
062.01828;LNUF SARREBOURG;57400;1051A;Fabrication de lait liquide et de produits frais;946360;2424490;49.8488557966, 3.19771055301
057.01248;ALLEVARD REJNA AUTOSUSPENSIONS;52300;2932Z;Fabrication d'autres équipements automobiles;808612;2382106;49.8057019772, 3.33150000469
063.03017;TRIVALIS - UTOM de St Prouant;85110;3821Z;Traitement et élimination des déchets non dangereux;348486;2200507;49.5844843123, 3.64612595609
059.00162;ZUBER RIEDER;25320;1712Z;Fabrication de papier et de carton;870222;2245881;49.5694330491, 3.63495346138
065.07188;TECNOGRAVURA FRANCE SARL;77130;1813Z;Activités de pré-presse;645025.05181124;2377757.2749198;49.5694330491, 3.63495346138
057.01247;CLAS Galvaplast;52320;2561Z;Traitement et revêtement des métaux;808600;2370200;49.5797019667, 3.65175000455
058.00350;ERAMET établissement du Havre Sandouville;76430;2445Z;Métallurgie des autres métaux non ferreux;450951.484;2499005.288;49.7379792387, 3.77508099057
062.00045;USINE DE PONT.A.MOUSSON SERVICE AGGLOMERATION;54940;2451Z;Fonderie de fonte;874600;2432090;49.3832999984, 3.18333000095
053.00083;AUTO SATISFACTION;14550;3900Z;Dépollution et autres services de gestion des déchets;408342;2472140;49.3957709311, 3.11071849276
053.00519;RECYCLAGE FMC;14430;3832Z;Récupération de déchets triés;426957;2474955;49.3724013163, 3.0971177285
054.01230;Groupe BIGARD;71480;1011Z;Transformation et conservation de la viande de boucherie;833518.77669775;2171101.7267456;49.8676933858, 3.32980912745
063.00876;Cycleurope KA International;44270;3092Z;Fabrication de bicyclettes et de véhicules pour invalides;283670;2229986;49.8628827404, 3.31400464144
063.05041;Unité de compostage de Neufchâtel;72600;3821Z;Traitement et élimination des déchets non dangereux;444914;2377413;49.6832999989, 3.56667000798
070.03356;LUMIVEROPTIM;59113;3832Z;Récupération de déchets triés;649200;2617500;49.8652799477, 3.32746015746
100.00033;MANUFACTURE FRANCAISE DES PNEUMATIQUES MICHELIN;18230;2211Z;Fabrication et rechapage de pneumatiques;601022.479;2233353.023;49.1937138001, 3.2879439073
100.01299;ORGAPHARM;45300;2110Z;Fabrication de produits pharmaceutiques de base;593324;2353924;49.3750175147, 3.32788663141
100.01781;DELCEN SAS;41100;2561Z;Traitement et revêtement des métaux;504916.41;2309380.9;49.9804244752, 3.63524092349
100.03833;MAURICE;41330;3832Z;Récupération de déchets triés;521625;2293775;49.2200019493, 3.24000000467
061.03059;R2R sas;38780;2222Z;Fabrication d'emballages en matières plastiques;801173;2062215;49.4034530714, 2.37772732376
706.08801;STEP - NICE HALIOTIS;6200;3700Z;Collecte et traitement des eaux usées;989063;1834189;49.3887605346, 1.99937629305
75600277;GAEC RUMEN;29690;0147Z;Élevage de volailles;153200;2389699;49.3903368918, 2.25117486123
065.06561;SNCF (ateliers du matériel les Ardoines);94400;3317Z;Réparation et maintenance d'autres équipements de transport;605378;2420981.34;49.4361799557, 2.08635966388
065.06623;LAFARGE GRANULATS SEINE NORD;78520;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;552659;2449323;49.4177336299, 2.11615002393
056.01677;KIT CASSE AUTO;63920;3831Z;Démantèlement d'épaves;689579;2094365;49.4346395796, 2.06771758007
057.01096;LA FONTE ARDENNAISE -  unité FA4;8170;2451Z;Fonderie de fonte;769183;2559419;49.4225944181, 2.10710940373
057.01224;Fab21;8170;2420Z;Fabrication de tubes -  tuyaux -  profilés creux et accessoires correspondants en acier;768464.92;2556999.08;49.1946070983, 2.20626072667
057.01356;SOREMO;52000;2442Z;Métallurgie de l'aluminium;802245.28116488;2343576.4039277;49.3009376602, 2.60376887519
064.02278;SAACA - TERMINAL 2 aéroport;6000;5223Z;Services auxiliaires des transports aériens;997458;1868574;49.6295272377, 2.31134913066
057.01563;CSDU LA CHAPELLE-MONTHODON/DORMANS;51370;3821Z;Traitement et élimination des déchets non dangereux;694620;2449675;49.3790967716, 2.41318917006
064.05393;DISTRIBUTION CASINO FRANCE;6270;4711F;Hypermarchés;986652;1862578;49.3758304107, 2.51294275961
057.02831;Société des Enrobés de l'Aube;10600;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;723552.73;2370262.94;49.2625179293, 1.87899873025
058.01856;sarl guelle freres;76380;3832Z;Récupération de déchets triés;506638.06380532;2495951.6784383;49.3724127712, 2.65168435338
059.00537;SCHRADER;25301;2932Z;Fabrication d'autres équipements automobiles;905223.77097944;2219792.7377933;49.4401640357, 2.85239328307
070.01004;CVE DE NOYELLES SOUS LENS;62221;3821Z;Traitement et élimination des déchets non dangereux;636565.30015554;2602902.1095506;49.4167558741, 2.82616200887
070.01180;WINCKELMANS;59461;2331Z;Fabrication de carreaux en céramique;647641.03578727;2628251.6094799;49.4288968295, 2.85947434243
070.02731;Toyota Motor Manufacturing France;59264;2910Z;Construction de véhicules automobiles;689500;2599500;49.4562302222, 2.81634168234
070.04021;GALLOO FRANCE LILLE;59000;3832Z;Récupération de déchets triés;649984.31210779;2624798.1681578;49.2523837139, 2.48640275669
070.04622;TOYOTA BOSHOKU SOMAIN;59490;2932Z;Fabrication d'autres équipements automobiles;667412;2596344;49.2167000027, 2.8000000069
072.01731;Papeterie du poitou (BEAUMONT Group);86490;1721C;Fabrication d'emballages en papier;454464;2193495;49.2332345506, 2.90266479717
072.01789;QUADRIPACK;86280;8292Z;Activités de conditionnement;436256.6567761;2148870.2262166;49.4882717139, 2.98811102576
052.01009;aquitaine materiaux enrobes;33700;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;468644.48028488;1985463.2302578;49.2210297224, 2.89855218499
067.00616;Wärtsilä France;68054;3312Z;Réparation de machines et équipements mécaniques;974209;2316255;49.302901953, 1.77599000522
067.00649;Schaeffler France - USINE 1;67506;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;998256.73;2439006.06;49.2340721545, 2.30573989784
072.05101;ORECO;16100;5210B;Entreposage et stockage non frigorifique;392600;2080700;49.6478121822, 1.84461259463
072.06903;Installation de Stockage de Déchets Inertes;86170;8411Z;Administration publique générale;438896;2184974;49.4922993875, 2.67433173414
072.07598;SYNDICAT MIXTE LA CARTE;79800;8411Z;Administration publique générale;416148.99;2158687.14;49.2961983671, 2.44544379234
072.08358;SAS PELLETIER TP;79140;4312A;Travaux de terrassement courants et travaux préparatoires;370830;2206763;49.3307665166, 2.46532430925
072.11746;Déchèterie GUITINIERES;17500;8411Z;Administration publique générale;377408.80303021;2051660.5783443;49.3297175501, 2.46331484621
070.01279;GDF SUEZ Thermique France - Centrale DK6;59951;3511Z;Production d'électricité;599262.61;2672819.46;49.2365762535, 2.13617849023
070.04039;WATTEL ET FILS;59810;4511Z;Commerce de voitures et de véhicules automobiles légers;654795;2621291;49.3633019561, 2.76220000486
061.04559;PERROTTON;74130;2562A;Décolletage;914312;2126560;49.2480019505, 2.43700000497
061.04583;COMPAGNIE ALPINE D'ALUMINIUM;74960;2442Z;Métallurgie de l'aluminium;892666.50693105;2108106.7400701;49.2546722644, 2.43669569313
064.18530;AZUR METAUX;83200;3832Z;Récupération de déchets triés;889668.5;1797435.5;49.4542081516, 3.06583876074
065.00641;GEREP;77290;3822Z;Traitement et élimination des déchets dangereux;622592.19519909;2443472.6162506;49.4817544919, 2.57637877428
065.01842;AIR LIQUIDE FRANCE INDUSTRIE Etablissement de Mitry-Mory GPM Europe;77290;2011Z;Fabrication de gaz industriels;620519.762;2442830.368;49.275799182, 2.46038152844
065.01929;SILEC CABLE;77130;2732Z;Fabrication d'autres fils et câbles électroniques ou électriques;646207;2376997;49.5759164348, 3.02341577892
090.52100;DGA Essais de missiles - site gironde;33166;8422Z;Défense;358154.675;1976832.802;49.5781443177, 2.99424537477
090.00145;4ème Régiment de Dragons;13000;8422Z;Défense;858208.94461457;1810375.3044587;49.4365483297, 1.9080909469
065.03069;CTSDU de Villeparisis (SITA FD);77270;3822Z;Traitement et élimination des déchets dangereux;619512;2436817;49.3043530234, 2.57750425349
100.00684;HUMERY freres SA;37110;2599B;Fabrication d'autres articles métalliques;493524.11828688;2289987.3569632;49.3287323625, 2.44138872776
065.04275;ECF;91350;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services;603323.22336728;2405502.5589082;49.5102127246, 2.92274587645
065.06223;BERTIN ET AUBERT;75010;2561Z;Traitement et revêtement des métaux;602476.11;2430625.73;49.4977018981, 2.92741309064
100.01612;SOCOS (SOciété de Chauffage d'Orléans la Source);45100;3530Z;Production et distribution de vapeur et d'air conditionné;570089.2413489;2314578.1399571;49.5102127246, 2.92274587645
065.06440;TECHNIC France;93212;2059Z;Fabrication d'autres produits chimiques n.c.a.;600967;2437641;49.5030115879, 2.91847060963
065.06498;CRETEIL INCINERATION ENERGIE;94034;3821Z;Traitement et élimination des déchets non dangereux;607384;2420002;49.2500019505, 2.07000000511
065.07061;TRIADE ELECTRONIQUE;95500;3832Z;Récupération de déchets triés;609429.05961816;2442664.5447202;49.2659696193, 2.07868419766
065.09956;SIEMENS SAS;78531;3320D;Installation d'équipements électriques -  de matériels électroniques et optiques ou d'autres matériels;584800;2420100;49.2160543636, 2.41604834152
065.11344;Brie Compost;77320;0161Z;Activités de soutien aux cultures;673467.49;2410477.32;49.2055519484, 2.354670005
065.12795;VALVE PRECISION;91240;2222Z;Fabrication d'emballages en matières plastiques;598773.24;2402634.86;49.2117073981, 2.44811878936
065.13135;RIBER SA;95870;3320B;Installation de machines et équipements mécaniques;590834.76256532;2435822.1300262;49.4758152454, 2.88131445964
065.18873;Enviro Conseil et Travaux - Forges;91470;3821Z;Traitement et élimination des déchets non dangereux;582338;2403256;49.4076149948, 2.79545785844
066.00062;VEOLIA PROPRETE - ONYX LR;11000;3811Z;Collecte des déchets non dangereux;599741;1801285;49.2727388309, 2.66793587406
066.00453;CIMENTS CALCIA;30302;2351Z;Fabrication de ciment;785032.612;1869183.65;49.2856886884, 2.49305037377
066.00640;TECHNICENTRE LR - UO Matériel de Nîmes;30000;4910Z;Transport ferroviaire interurbain de voyageurs;766218.49;1873678.56;49.275723193, 2.49468164818
Avenue des Isles;3000;AUVERGNE;;;Collecte et traitement des eaux usées;;49.3832999954, 2.19999999929
165.00173;COLLY-MARTIN;43600;2222Z;Fabrication d'emballages en matières plastiques;750521;2029719;50.1089749999, 1.86554979495
22005092;EARL LE FALHER;22810;0147Z;Élevage de volailles;176900;2409299;50.0999999956, 1.83333000229
051.00949;CLAL-FRANCE;60540;2444Z;Métallurgie du cuivre;590500;2466318;49.9666999954, 1.95000000828
051.01647;INERIS;60550;8542Z;Enseignement supérieur;612165.24;2474989.72;49.8976488282, 2.29616846484
22142158;EARL lucien GEFFRELOT;22400;0146Z;Élevage de porcins;241672;2396846;49.8976488282, 2.29616846484
051.05624;Siniat RANTIGNY;60291;2223Z;Fabrication d'éléments en matières plastiques pour la construction;607631;2481244;49.8976488282, 2.29616846484
052.02718;FINORGA MOURENX;64150;2110Z;Fabrication de produits pharmaceutiques de base;361264;1824856;49.9000000019, 2.3000000075
052.04530;GSM - Aressy (Saliga);64320;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;383560;1811964;49.9115853703, 2.30380385551
052.05987;Syndicat Mixte BIZI GARBIA - CSDU de Zaluaga Bi;64310;3821Z;Traitement et élimination des déchets non dangereux;284431;1824908;49.8976488282, 2.29616846484
052.06068;USSGETOM;33210;8412Z;Administration publique (tutelle) de la santé -  de la formation -  de la culture et des services sociaux -  autre que sécurité sociale;392400;1951200;49.9094849818, 2.26433300509
064.00405;GERFLOR PROVENCE - Usine de Grillon;84600;2223Z;Fabrication d'éléments en matières plastiques pour la construction;806871;1936225;49.9383932699, 2.28494426668
064.00438;CHIMIREC MALO;84101;3822Z;Traitement et élimination des déchets dangereux;800641;1906177;49.8976488282, 2.29616846484
064.00507;SPLM-COUDOURET;84120;3832Z;Récupération de déchets triés;858003.93;1860184.57;49.905783377, 2.47550462125
064.00849;MANOSQUE RECUPERATION SARL;4100;3832Z;Récupération de déchets triés;880359;1872731;49.8453562737, 2.38232506921
064.00884;Jean LEFEBVRE Méditerranée;13220;0811Z;Extraction de pierres ornementales et de construction -  de calcaire industriel -  de gypse -  de craie et d'ardoise;829232;1822731;49.6167000237, 2.60000001894
064.00925;SAS VIERI SERGE;13200;3832Z;Récupération de déchets triés;764945.26506896;1825222.4032151;49.8254593343, 2.92817698207
064.01061;EDF Centre de Production Thermique de Martigues;13500;3511Z;Production d'électricité;817903;1821153;49.7419845791, 3.06793139929
064.02082;PURFER;83190;3832Z;Récupération de déchets triés;889320.58166095;1797262.1039024;49.7166999974, 2.95000000864
064.07948;SARL BAPTISTE;4510;3831Z;Démantèlement d'épaves;903599;1901600;49.6499507456, 2.62281185265
066.00885;Société des enrobés méditerranéens;34550;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;698329.09;1820532.5;50.0616019886, 1.61207000535
066.00911;SRA SAVAC;34515;3700Z;Collecte et traitement des eaux usées;670960;1815561;50.0576019884, 1.59230000536
066.01323;RECUP AUTO ETS HUFFSCHMITT;34350;4511Z;Commerce de voitures et de véhicules automobiles légers;671506.62;1810555.53;50.0600019885, 1.60000000536
066.01577;AXENS;30340;2059Z;Fabrication d'autres produits chimiques n.c.a.;745314.77;1909710.27;50.0887783578, 1.54915121456
75400096;L'HOTELLIER DIDIER;22130;0150Z;Culture et élevage associés;254874;2400900;49.9928913192, 1.87149060513
066.02439;SOCODELI CHIMIREC;30300;3812Z;Collecte des déchets dangereux;785299.69732386;1867411.001533;49.8491191847, 2.66042333755
067.00478;DARAMIC;67600;2229A;Fabrication de pièces techniques à base de matières plastiques;979806;2374627;49.8405789958, 1.9408894006
067.02162;KNAUF EST;68190;2223Z;Fabrication d'éléments en matières plastiques pour la construction;972570;2331450;50.0122271412, 2.00181518288
067.02200;Linde France Usine de Chalampé;68490;2011Z;Fabrication de gaz industriels;986306.575;2327567.966;49.9832999956, 2.66667000985
067.02703;CASSE AUTO DEMOLITION;67550;3831Z;Démantèlement d'épaves;996398.96;2421536.58;50.1344143826, 1.66933127195
068.01895;Carrières du Sud Ouest - Carrières de LAGUEPIE;82250;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;568827;1905403;49.8770019805, 3.0410000048
068.02180;FORGES DE NIAUX;9400;2830Z;Fabrication de machines agricoles et forestières;538897;1756832;49.7759019756, 2.484770005
068.02263;SEPIPROD;81105;2041Z;Fabrication de savons -  détergents et produits d'entretien;591462;1842994;49.7918438577, 2.46595739899
068.02451;DALTA;82270;2041Z;Fabrication de savons -  détergents et produits d'entretien;532086;1917766;49.7726013964, 2.48881389978
068.02454;Alcoa France;82100;2410Z;Sidérurgie;501367;1893566;49.7683365616, 2.90228351343
064.03668;Régie de transport de Marseille;13013;4931Z;Transports urbains et suburbains de voyageurs;846880;1815839;50.0064204908, 3.01867326646
068.02477;S.N.A.M.;12110;2445Z;Métallurgie des autres métaux non ferreux;590400;1950600;49.9321576585, 2.936279479
068.02656;ARIEGE DECHETS;9600;3812Z;Collecte des déchets dangereux;562175.78;1775801.01;49.5796054885, 2.64965773121
068.03773;theolaur peintures;31773;2030Z;Fabrication de peintures -  vernis -  encres et mastics;516957.93;1845030.91;49.8239019779, 2.70061000492
068.06017;LATECOERE AEROSERVICE;31700;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;520462;1849894;49.698150424, 2.79044002981
070.00532;CAPPELLE PIGMENTS;59250;2012Z;Fabrication de colorants et de pigments;655652;2642735;49.698150424, 2.79044002981
070.00535;NEXANS FRANCE Atelier Coulée;62301;2444Z;Métallurgie du cuivre;634678;2604079;49.698150424, 2.79044002981
055.01486;CARGILL FRANCE SAS;35602;1089Z;Fabrication d'autres produits alimentaires n.c.a.;266835;2304428;49.9868475997, 1.55535682704
055.03421;PLACOPLATRE;35480;2223Z;Fabrication d'éléments en matières plastiques pour la construction;287200;2322225;50.018656074, 2.08061862664
