NOM_POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;NOM_DEPARTEMENT
Fluor et ses composés (F);187302,69;49.8246379274, 2.76630659068;051.02322;49.8246379274, 2.76630659068;FINISTERE
Aldéhyde formique (formaldéhyde);11032,04;49.6526999252, 2.59276004232;051.02376;49.6526999252, 2.59276004232;DORDOGNE
Xylènes;21500,1593;49.8865699326, 3.65983187239;051.04476;49.8865699326, 3.65983187239;MOSELLE
Phosphore total (P);49500;49.4218264593, 2.10020017627;051.04683;49.4218264593, 2.10020017627;YONNE
Ammoniac (NH3);193;49.7530916427, 1.76113214995;051.04688;49.7530916427, 1.76113214995;COTE-D'OR
Cuivre et ses composés (Cu);636,4;49.351373084, 1.77396858284;051.04869;49.351373084, 1.77396858284;INDRE
Hydroxyde d'ammonium (NH4+);239300;49.4542081516, 3.06583876074;051.05767;49.4542081516, 3.06583876074;VAUCLUSE
Zinc et ses composés (Zn);1536,7;49.2995024489, 2.51508592607;051.06026;49.2995024489, 2.51508592607;HAUTE-CORSE
Demande chimique en oxygène (DCO);4188000;44.8326391217, 0.71163921987;052.00081;44.8326391217, 0.71163921987;CALVADOS
Plomb et ses composés (Pb);55,8;49.2583119557, 0.485442206375;052.00208;49.2583119557, 0.485442206375;COTES-D'ARMOR
Aldéhyde formique (formaldéhyde);4327;44.9240017132, 0.522000005343;052.00249;44.9240017132, 0.522000005343;HERAULT
Epichlorhydrine (1-chloro-2 - 3-époxypropane);15;45.0159875247, -0.532376600308;052.00257;45.0159875247, -0.532376600308;HAUTE-SAONE
Aldéhyde formique (formaldéhyde);29395926,39;45.0159875247, -0.532376600308;052.00266;45.0159875247, -0.532376600308;TARN
Fluor et ses composés (F);1272;44.8573122823, -0.495440446136;052.00290;44.8573122823, -0.495440446136;JURA
Demande biologique en oxygène (DBO5);6873400;45.1130790623, -0.5504445373;052.00391;45.1130790623, -0.5504445373;MOSELLE
Demande chimique en oxygène (DCO);358000;44.8128076281, -0.53098697921;052.00560;44.8128076281, -0.53098697921;CORSE-DU-SUD
Cobalt et ses composés (Co);344,48;44.868481377, -0.570630761856;052.00592;44.868481377, -0.570630761856;CALVADOS
Chlore;4302;44.8366605425, -0.565635946863;052.00597;44.8366605425, -0.565635946863;VAUCLUSE
Fluorures (F total);682000;44.8366605425, -0.565635946863;052.00598;44.8366605425, -0.565635946863;CHER
Tétrachloroéthylène (PER - perchloroéthylène);0,012;44.7600017029, -0.669999994218;052.00643;44.7600017029, -0.669999994218;DORDOGNE
Tétrachloroéthylène (PER - perchloroéthylène);203518,33;44.860689514, -0.700299192213;052.00812;44.860689514, -0.700299192213;VENDEE
Cadmium et ses composés (Cd);58330,45;47.6487158554, 2.73497954128;052.00869;47.6487158554, 2.73497954128;MOSELLE
Cadmium et ses composés (Cd);0,063;45.2545895841, -1.02494672451;052.01026;45.2545895841, -1.02494672451;GIRONDE
Fluor et ses composés (F);42,2;44.781543272, -0.642872832304;052.01064;44.781543272, -0.642872832304;MAYENNE
Cadmium et ses composés (Cd);0,004;44.9967017174, 0.156186005486;052.01163;44.9967017174, 0.156186005486;INDRE-ET-LOIRE
Cyanures (CN total);70,52;43.6602660887, -0.757417235654;052.01455;43.6602660887, -0.757417235654;DORDOGNE
Chlore;17848730;43.5942941585, -1.41366216451;052.01616;43.5942941585, -1.41366216451;DORDOGNE
Cyanures (CN total);1101248,06;43.9229763853, -0.919154774974;052.01806;43.9229763853, -0.919154774974;HAUTE-GARONNE
Chlorures (Cl total);428160;43.6822733238, -1.24171349586;052.01839;43.6822733238, -1.24171349586;VENDEE
Phosphore total (P);7970;43.7658137466, -0.532989328392;052.01906;43.7658137466, -0.532989328392;LOIRE
Cadmium et ses composés (Cd);0,01;43.5392494876, -1.46139283445;052.01990;43.5392494876, -1.46139283445;HAUTE-GARONNE
Carbone organique total (COT);628747;44.3985601439, 0.593582358248;052.02274;44.3985601439, 0.593582358248;MAYENNE
Cadmium et ses composés (Cd);194400,13;43.1870129074, -0.61249525546;052.02494;43.1870129074, -0.61249525546;GERS
Demande chimique en oxygène (DCO);1109064,2;43.3673863539, -1.26714377608;052.02503;43.3673863539, -1.26714377608;RHONE
Demande biologique en oxygène (DBO5);2065600;43.2899816072, -0.393300116803;052.02598;43.2899816072, -0.393300116803;INDRE-ET-LOIRE
Tétrachlorure de carbone (TCM - tétrachlorométhane);14431563,9;43.4912526174, -0.777513208389;052.02690;43.4912526174, -0.777513208389;GIRONDE
Matières en suspension (MES);1070000;43.4670209473, -1.41706690461;052.02697;43.4670209473, -1.41706690461;HAUTE-SAONE
Simazine;150062,2443;43.3722207164, -0.595975567647;052.02726;43.3722207164, -0.595975567647;COTE-D'OR
Sulfates;54227814,24;43.4128441433, -0.619156100246;052.05132;43.4128441433, -0.619156100246;NIEVRE
Demande biologique en oxygène (DBO5);900000;44.4230966268, 0.29202809107;052.05617;44.4230966268, 0.29202809107;TARN
Cadmium et ses composés (Cd);104000,002;43.356167852, -1.55122449653;052.06330;43.356167852, -1.55122449653;GIRONDE
Demande chimique en oxygène (DCO);1773000;44.8456573117, 0.517787356464;052.07267;44.8456573117, 0.517787356464;AIN
Nickel et ses composés (Ni);2068296,44;49.2122051066, -0.296888757649;053.00092;49.2122051066, -0.296888757649;COTE-D'OR
Cuivre et ses composés (Cu);58;49.2771574821, -0.0929426513704;053.00705;49.2771574821, -0.0929426513704;SAONE-ET-LOIRE
Demande biologique en oxygène (DBO5);1296000;49.0110313307, 0.157671433968;053.00968;49.0110313307, 0.157671433968;BAS-RHIN
Fluor et ses composés (F);11,15;49.0484330708, 0.365573584677;053.01058;49.0484330708, 0.365573584677;NIEVRE
Cadmium et ses composés (Cd);0,000011;49.0915913323, -0.313634196267;053.01094;49.0915913323, -0.313634196267;GERS
Hydrocarbures (C total);9014900;49.2820625836, -1.36722776219;053.01347;49.2820625836, -1.36722776219;LOIRET
Nonylphénols;908005,05;48.6289528239, -1.29453080527;053.01493;48.6289528239, -1.29453080527;AIN
Chloroforme (trichlorométhane);3740,51;48.6093406045, -1.16772721877;053.01497;48.6093406045, -1.16772721877;SAVOIE
Ammoniac (NH3);116;49.1807788933, -1.38251127297;053.01765;49.1807788933, -1.38251127297;SAVOIE
Nonylphénols;10455429;49.5256108644, -1.59233896717;053.01789;49.5256108644, -1.59233896717;GERS
Ammoniac (NH3);6054,5;49.0580667377, -1.42976361534;053.01810;49.0580667377, -1.42976361534;PAS-DE-CALAIS
Demande biologique en oxygène (DBO5);524300;49.0194001953, -1.50096070626;053.01826;49.0194001953, -1.50096070626;MEUSE
Nonylphénols;0,004;48.366438457, 0.56451315967;053.02192;48.366438457, 0.56451315967;VOSGES
Indeno(1 - 2 - 3-cd)pyrène;5,3528;48.9285250942, 0.265862419313;053.02207;48.9285250942, 0.265862419313;NORD
Nickel et ses composés (Ni);45,5;48.3781804094, 0.674239233978;053.02211;48.3781804094, 0.674239233978;SOMME
Nickel et ses composés (Ni);1906,3;48.8318568714, 0.512268681104;053.02264;48.8318568714, 0.512268681104;ISERE
Nickel et ses composés (Ni);678,5;48.2703992476, 0.64853247592;053.02582;48.2703992476, 0.64853247592;PAS-DE-CALAIS
Chloroforme (trichlorométhane);4523270,452;48.510320269, -0.422778241049;053.02603;48.510320269, -0.422778241049;LOIRE-ATLANTIQUE
Nonylphénols;2,31;48.2703188511, 0.699225138285;053.02766;48.2703188511, 0.699225138285;ILLE-ET-VILAINE
Nickel et ses composés (Ni);50521,7;48.7558019254, -0.575699993906;053.02771;48.7558019254, -0.575699993906;HAUTES-PYRENEES
Demande chimique en oxygène (DCO);3935000;49.3844358973, -1.34294034267;053.02864;49.3844358973, -1.34294034267;LOIRE
Azote total (N);5994592,02;49.6666999995, -1.84999999673;053.05747;49.6666999995, -1.84999999673;LOT
Acide cyanhydrique (HCN);0,9;46.6390443968, 4.86919377871;054.01071;46.6390443968, 4.86919377871;BOUCHES-DU-RHONE
Ammoniac (NH3);64935,775;47.3145958731, 5.09658485189;054.01093;47.3145958731, 5.09658485189;ALPES-DE-HAUTE-PROVENCE
Acide cyanhydrique (HCN);1;47.2866443436, 5.06301085604;054.01095;47.2866443436, 5.06301085604;GARD
Ammoniac (NH3);417,5;46.7680018214, 4.87500000393;054.01105;46.7680018214, 4.87500000393;BAS-RHIN
Chlore;205000;47.8729326848, 4.54628158384;054.01139;47.8729326848, 4.54628158384;HAUTE-GARONNE
Zinc et ses composés (Zn);1252286,2;46.5500000006, 4.0833300023;054.01144;46.5500000006, 4.0833300023;PAS-DE-CALAIS
Nickel et ses composés (Ni);3637454,2;46.7944464192, 4.4245108727;054.01151;46.7944464192, 4.4245108727;MOSELLE
Acide cyanhydrique (HCN);0,2;46.8211582471, 4.8360312612;054.01170;46.8211582471, 4.8360312612;INDRE-ET-LOIRE
Zinc et ses composés (Zn);114;46.6260157153, 3.74842783794;054.01252;46.6260157153, 3.74842783794;BAS-RHIN
Chrome hexavalent et ses composés;427339;46.9346978468, 3.25828915985;054.01254;46.9346978468, 3.25828915985;MAINE-ET-LOIRE
Chlore;13960,8;48.1963154495, 3.29594464431;054.01274;48.1963154495, 3.29594464431;HAUTES-PYRENEES
Nickel et ses composés (Ni);232,7;48.1998770101, 3.31875503599;054.01277;48.1998770101, 3.31875503599;PUY-DE-DOME
Chlore;22470;48.2226443496, 3.50035108116;054.01303;48.2226443496, 3.50035108116;LOT-ET-GARONNE
Nickel et ses composés (Ni);188,88;46.9849331888, 3.15784037568;054.01318;46.9849331888, 3.15784037568;LOT-ET-GARONNE
Carbone organique total (COT);1156000;47.001125934, 3.1828239057;054.01325;47.001125934, 3.1828239057;HAUTE-CORSE
Arsenic et ses composés (As);1122,3;47.1924623461, 3.6988451694;054.01336;47.1924623461, 3.6988451694;ALPES-DE-HAUTE-PROVENCE
Chlore;840;47.3557319203, 5.43748880988;054.01350;47.3557319203, 5.43748880988;DOUBS
Cadmium et ses composés (Cd);3,57;47.6262312431, 4.34091977933;054.01360;47.6262312431, 4.34091977933;HAUTE-CORSE
Fluor et ses composés (F);76,1;47.3445529207, 5.07187283957;054.01404;47.3445529207, 5.07187283957;JURA
Fluor et ses composés (F);0,15;47.241400814, 5.21985620573;054.01615;47.241400814, 5.21985620573;SAONE-ET-LOIRE
Acide cyanhydrique (HCN);72,835;48.2170018988, 2.28000000495;054.01747;48.2170018988, 2.28000000495;BOUCHES-DU-RHONE
Chlore;163000;47.8760109646, 3.52642844655;054.01872;47.8760109646, 3.52642844655;NORD
Acide cyanhydrique (HCN);0,25;47.2061513979, 4.28112465765;054.01918;47.2061513979, 4.28112465765;SAONE-ET-LOIRE
Acide fluorhydrique (flurorure d'hydrogène);59;47.2296733672, 5.23743384225;054.02208;47.2296733672, 5.23743384225;ALPES-DE-HAUTE-PROVENCE
Chlore;100;47.3234399136, 5.03846697795;054.02281;47.3234399136, 5.03846697795;JURA
Plomb et ses composés (Pb);163;48.7702729859, -3.37037374643;055.00087;48.7702729859, -3.37037374643;NIEVRE
Demande chimique en oxygène (DCO);541500;48.47092316, -2.51100575975;055.00104;48.47092316, -2.51100575975;GARD
Nickel et ses composés (Ni);351,9;48.7321797445, -3.46472683999;055.00127;48.7321797445, -3.46472683999;DORDOGNE
Etain et ses composés (Sn);1313;48.8121652974, -3.44959834454;055.00215;48.8121652974, -3.44959834454;CALVADOS
Chlore;31000;48.5132745574, -2.7605131167;055.00251;48.5132745574, -2.7605131167;HAUTE-MARNE
Fluor et ses composés (F);2,3;48.4655317123, -2.77832435985;055.00302;48.4655317123, -2.77832435985;HAUTE-GARONNE
Chlore;124900;48.5132745574, -2.7605131167;055.00382;48.5132745574, -2.7605131167;GIRONDE
Fluor et ses composés (F);1;48.3982834725, -4.26686158841;055.00720;48.3982834725, -4.26686158841;MEUSE
Chlore;1466670;48.0806018922, 4.3325900042;055.00736;48.0806018922, 4.3325900042;CHARENTE
Demande chimique en oxygène (DCO);699508,9;48.4386752936, -4.27813001016;055.00769;48.4386752936, -4.27813001016;GERS
Demande biologique en oxygène (DBO5);50000;47.7966446941, -4.28629503695;055.00812;47.7966446941, -4.28629503695;HAUTE-MARNE
Manganèse et ses composés (Mn);1053;48.4860770978, -4.140102892;055.01031;48.4860770978, -4.140102892;AUBE
Chlore;10000;47.9589446135, -3.82985882108;055.01235;47.9589446135, -3.82985882108;AUBE
Demande biologique en oxygène (DBO5);1298240;48.0981284789, -1.41061162025;055.01364;48.0981284789, -1.41061162025;MARNE
Fluor et ses composés (F);95;48.1005588764, -1.41793471941;055.01389;48.1005588764, -1.41793471941;MARNE
Chlore;238400;48.2000960506, -2.04707315795;055.01464;48.2000960506, -2.04707315795;MARNE
Fluor et ses composés (F);12;47.9400761133, -1.23079787635;055.01469;47.9400761133, -1.23079787635;MARNE
Chlore;3790;48.0065565867, -2.08578141275;055.01475;48.0065565867, -2.08578141275;MARNE
Chlore;32;48.1836121036, -1.91842962342;055.01479;48.1836121036, -1.91842962342;MARNE
Fluor et ses composés (F);110,21;47.659197003, -2.08309651402;055.01483;47.659197003, -2.08309651402;MARNE
Cadmium et ses composés (Cd);13324,15;47.656955215, -2.08448304924;055.01489;47.656955215, -2.08448304924;MARNE
Fluor et ses composés (F);12200;48.0833000021, -1.68332999301;055.01490;48.0833000021, -1.68332999301;ARDENNES
Fluor et ses composés (F);402;48.3329274258, -1.17172829239;055.01549;48.3329274258, -1.17172829239;ARDENNES
Zinc et ses composés (Zn);1230,8;47.9536046568, -2.53454942681;055.01752;47.9536046568, -2.53454942681;ARDENNES
Chlore;35000;47.7451107061, -3.36896333408;055.01830;47.7451107061, -3.36896333408;ARDENNES
Ammoniac (NH3);168,7;47.7704392179, -3.00658920701;055.01955;47.7704392179, -3.00658920701;ARDENNES
Zinc et ses composés (Zn);1761,05;47.6576202075, -2.71260390813;055.02142;47.6576202075, -2.71260390813;AISNE
Nickel et ses composés (Ni);4811483;48.189592844, -3.41266432513;055.02171;48.189592844, -3.41266432513;OISE
Demande biologique en oxygène (DBO5);150900;48.1914974753, -2.41466378104;055.03343;48.1914974753, -2.41466378104;AISNE
Carbone organique total (COT);1334000;47.8333907362, -3.15810054387;055.03428;47.8333907362, -3.15810054387;AISNE
Chlore;250000;48.1956558366, -4.09197347173;055.03538;48.1956558366, -4.09197347173;AISNE
Chlore;360000;48.4960019112, -4.10195999244;055.03685;48.4960019112, -4.10195999244;OISE
Cadmium et ses composés (Cd);871000,036;47.8288074833, -3.44866247852;055.03726;47.8288074833, -3.44866247852;AISNE
Acide cyanhydrique (HCN);1030,07;48.0783813698, -1.73226002296;055.03765;48.0783813698, -1.73226002296;AISNE
Chlore;5608;47.791570507, -3.42367726215;055.03773;47.791570507, -3.42367726215;AISNE
Chlore;20800;48.00141556, -2.10213898719;055.03884;48.00141556, -2.10213898719;AISNE
Phosphore total (P);1424901,1;48.186986598, -2.18940089852;055.04462;48.186986598, -2.18940089852;AISNE
Carbone organique total (COT);1419900;47.6147638747, -2.54062976773;055.06973;47.6147638747, -2.54062976773;AISNE
Demande chimique en oxygène (DCO);591914,63;48.6356709945, -1.97498981507;055.07221;48.6356709945, -1.97498981507;AISNE
Carbone organique total (COT);1616900;48.0332822111, -3.4907653561;055.11026;48.0332822111, -3.4907653561;AISNE
Demande biologique en oxygène (DBO5);3617000;47.8333907362, -3.15810054387;055.14680;47.8333907362, -3.15810054387;AISNE
Cadmium et ses composés (Cd);1258000,04;48.1457455959, -1.63225563119;055.15506;48.1457455959, -1.63225563119;AISNE
Cadmium et ses composés (Cd);0,032;48.131371956, -2.22143658187;055.15907;48.131371956, -2.22143658187;ARDENNES
Ammoniac (NH3);9,2902;48.0777241733, -1.72745962419;055.16058;48.0777241733, -1.72745962419;MARNE
Arsenic et ses composés (As);18;47.6424142555, -2.7403361669;055.17417;47.6424142555, -2.7403361669;AUBE
Fluor et ses composés (F);10831,14;46.3397724228, 2.60819026563;056.00040;46.3397724228, 2.60819026563;SEINE-ET-MARNE
Nickel et ses composés (Ni);21;46.0985578814, 3.19815948683;056.00050;46.0985578814, 3.19815948683;YONNE
Acide cyanhydrique (HCN);0,33;46.3816039941, 2.60969841043;056.00097;46.3816039941, 2.60969841043;YONNE
Nickel et ses composés (Ni);2136,61;44.9166999974, 2.45000000666;056.00136;44.9166999974, 2.45000000666;YONNE
Cadmium et ses composés (Cd);244,4;45.3153122014, 3.37386233647;056.00190;45.3153122014, 3.37386233647;AUBE
Nickel et ses composés (Ni);1555;44.9712016039, 3.54142071176;056.00267;44.9712016039, 3.54142071176;SEINE-ET-MARNE
Nickel et ses composés (Ni);69386,1;45.0912439152, 3.62351802513;056.00268;45.0912439152, 3.62351802513;MARNE
Fluor et ses composés (F);594,68;45.5666999968, 3.31666999859;056.00368;45.5666999968, 3.31666999859;MARNE
Demande biologique en oxygène (DBO5);5400000;45.6750116704, 3.63663483261;056.00390;45.6750116704, 3.63663483261;MARNE
Nickel et ses composés (Ni);302,2;45.8569475516, 3.5489809752;056.00458;45.8569475516, 3.5489809752;AUBE
Azote total (N);5247200;46.4018970842, 2.85051307494;056.01311;46.4018970842, 2.85051307494;AUBE
Demande biologique en oxygène (DBO5);3380100;44.8592513855, 2.28458150069;056.01318;44.8592513855, 2.28458150069;AUBE
Mercure et ses composés (Hg);1,35;45.2696306942, 4.11168916274;056.01336;45.2696306942, 4.11168916274;AUBE
Demande biologique en oxygène (DBO5);744270;45.049405034, 3.9605658567;056.01337;45.049405034, 3.9605658567;AUBE
Demande biologique en oxygène (DBO5);60100;45.6483659697, 2.73052552714;056.01363;45.6483659697, 2.73052552714;AUBE
Cadmium et ses composés (Cd);93,247;49.8883349813, 4.53416700426;057.01056;49.8883349813, 4.53416700426;MARNE
Fluor et ses composés (F);19204;49.7696019758, 4.70896000419;057.01067;49.7696019758, 4.70896000419;MARNE
Cyanures (CN total);3696097,33;50.1128827563, 4.85689999406;057.01082;50.1128827563, 4.85689999406;SEINE-ET-MARNE
Zinc et ses composés (Zn);405;49.8208258838, 4.82909194656;057.01083;49.8208258838, 4.82909194656;SEINE-ET-MARNE
Hydrocarbures aromatiques polycycliques (HAP);36;49.886948925, 4.84059606722;057.01092;49.886948925, 4.84059606722;AISNE
Zinc et ses composés (Zn);148;49.9333019834, 4.63330000423;057.01116;49.9333019834, 4.63330000423;AISNE
Matières en suspension (MES);123550000;49.665098867, 5.08172703878;057.01134;49.665098867, 5.08172703878;AISNE
Fluor et ses composés (F);5,21;49.6036112532, 4.95710172257;057.01147;49.6036112532, 4.95710172257;MARNE
Chrome et ses composés (Cr);94;49.7369168847, 4.86158266915;057.01159;49.7369168847, 4.86158266915;MARNE
Fluor et ses composés (F);4457017,159;49.5004159062, 4.99211147993;057.01180;49.5004159062, 4.99211147993;MARNE
Cadmium et ses composés (Cd);48002,756;48.6379155795, 4.94338601952;057.01229;48.6379155795, 4.94338601952;AISNE
Fluor et ses composés (F);4981,5;48.1952485743, 5.16442141464;057.01236;48.1952485743, 5.16442141464;MARNE
Fluor et ses composés (F);305382,9;48.4716453125, 4.96612610401;057.01238;48.4716453125, 4.96612610401;SAVOIE
Nickel et ses composés (Ni);547,3;48.2972389324, 5.14795706433;057.01247;48.2972389324, 5.14795706433;ILLE-ET-VILAINE
Fluor et ses composés (F);5;48.4042105141, 5.15386657296;057.01248;48.4042105141, 5.15386657296;GERS
Nickel et ses composés (Ni);64,1;48.6379155795, 4.94338601952;057.01273;48.6379155795, 4.94338601952;ILLE-ET-VILAINE
Zinc et ses composés (Zn);205206,01;48.6451869672, 4.95421423819;057.01280;48.6451869672, 4.95421423819;COTE-D'OR
Zinc et ses composés (Zn);52428;48.6433913645, 4.93017179743;057.01282;48.6433913645, 4.93017179743;SAONE-ET-LOIRE
Chlore;3000;47.8044018779, 5.4462200038;057.01301;47.8044018779, 5.4462200038;LOIR-ET-CHER
Chlore;39;47.9439018853, 5.73543000371;057.01379;47.9439018853, 5.73543000371;DORDOGNE
Chlore;2400;48.8712565666, 3.53818460221;057.01409;48.8712565666, 3.53818460221;LOIRE-ATLANTIQUE
Fluor et ses composés (F);22;49.3068488531, 3.67931579207;057.01440;49.3068488531, 3.67931579207;VAR
Fluor et ses composés (F);1076,6;49.2559065695, 4.03460865493;057.01480;49.2559065695, 4.03460865493;HAUTES-ALPES
Nickel et ses composés (Ni);183428,2;49.2393019504, 3.98296000441;057.01501;49.2393019504, 3.98296000441;PAS-DE-CALAIS
Acide fluorhydrique (flurorure d'hydrogène);0,076;49.2925871745, 4.123337118;057.01505;49.2925871745, 4.123337118;CHARENTE-MARITIME
Acide cyanhydrique (HCN);0,18;48.7098756672, 3.73085624615;057.01547;48.7098756672, 3.73085624615;HAUTE-MARNE
Chlore;29000;48.7228024759, 3.71174193578;057.01553;48.7228024759, 3.71174193578;HAUT-RHIN
Acide cyanhydrique (HCN);11,118;48.8732606626, 3.55792001277;057.01589;48.8732606626, 3.55792001277;AVEYRON
Fluor et ses composés (F);34;49.2313019501, 4.07582000437;057.01659;49.2313019501, 4.07582000437;MOSELLE
Nickel et ses composés (Ni);81;48.9567078177, 4.36312971329;057.01685;48.9567078177, 4.36312971329;GIRONDE
Chlore;4500;48.7836338491, 4.91127632383;057.01752;48.7836338491, 4.91127632383;VOSGES
Benzo(b)fluoranthène;10100,0555;48.7234185366, 4.58944869978;057.01785;48.7234185366, 4.58944869978;ISERE
Aluminium et ses composés (Al);3450,18;48.2401627521, 4.6986560214;057.01929;48.2401627521, 4.6986560214;HAUTE-CORSE
Zinc et ses composés (Zn);551;48.3160146543, 4.01978937648;057.01949;48.3160146543, 4.01978937648;NORD
Nickel et ses composés (Ni);1868482,4;48.3160146543, 4.01978937648;057.01965;48.3160146543, 4.01978937648;LOIRE-ATLANTIQUE
Zinc et ses composés (Zn);116;48.5116480035, 3.60211984437;057.02055;48.5116480035, 3.60211984437;LOIRE-ATLANTIQUE
Chlore;210000;48.3025927017, 4.07399054555;057.02102;48.3025927017, 4.07399054555;AIN
Chlore;30066,88;48.3025927017, 4.07399054555;057.02104;48.3025927017, 4.07399054555;ALPES-DE-HAUTE-PROVENCE
Chlore;280000;48.3025927017, 4.07399054555;057.02112;48.3025927017, 4.07399054555;CALVADOS
Demande chimique en oxygène (DCO);2806000;48.4615019119, 4.53028000416;057.02180;48.4615019119, 4.53028000416;CHER
Cadmium et ses composés (Cd);201,00004;49.6735485682, 5.16541228387;057.02210;49.6735485682, 5.16541228387;MAYENNE
Cadmium et ses composés (Cd);7691,647;48.9567078177, 4.36312971329;057.02442;48.9567078177, 4.36312971329;AUDE
Carbone organique total (COT);4075740;48.4919324342, 3.50170660794;057.02721;48.4919324342, 3.50170660794;GERS
Fluor et ses composés (F);54;49.0735198215, 0.581872319061;058.00296;49.0735198215, 0.581872319061;BAS-RHIN
Fluor et ses composés (F);3,3;49.2514019504, 1.41463000536;058.00300;49.2514019504, 1.41463000536;DORDOGNE
Titane et ses composés (Ti);208744779,6;49.5004232965, 0.129590183887;058.00301;49.5004232965, 0.129590183887;ILLE-ET-VILAINE
Cadmium et ses composés (Cd);2082,3;49.4735885998, 0.905156687464;058.00310;49.4735885998, 0.905156687464;MANCHE
Cadmium et ses composés (Cd);3155650,04;49.5055119056, 0.233862201274;058.00317;49.5055119056, 0.233862201274;VOSGES
Matières en suspension (MES);8110200;49.0973072584, 1.47722242002;058.00325;49.0973072584, 1.47722242002;HAUT-RHIN
Fer et ses composés (Fe);27020289,69;49.5055119056, 0.233862201274;058.00331;49.5055119056, 0.233862201274;PYRENEES-ATLANTIQUES
Cadmium et ses composés (Cd);0,008;49.550493354, 0.955000230618;058.00334;49.550493354, 0.955000230618;VAL-D'OISE
Demande chimique en oxygène (DCO);723312,5;49.3488014437, 1.11506376371;058.00345;49.3488014437, 1.11506376371;VAL-D'OISE
Zinc et ses composés (Zn);274807621,9;49.473840721, 0.539543007593;058.00349;49.473840721, 0.539543007593;VAL-D'OISE
Nickel et ses composés (Ni);19328962,17;49.4708138251, 0.281870639353;058.00350;49.4708138251, 0.281870639353;VAL-D'OISE
Chloroforme (trichlorométhane);861040,305;49.4882296272, 0.564124694059;058.00356;49.4882296272, 0.564124694059;OISE
Xylènes;87935200,16;49.4727019607, 0.235512005836;058.00357;49.4727019607, 0.235512005836;SEINE-ET-MARNE
Fer et ses composés (Fe);153007190;49.3822741772, 1.02101930032;058.00360;49.3822741772, 1.02101930032;SEINE-ET-MARNE
Naphthalène;545949,2;49.1600228091, 1.33642356281;058.00370;49.1600228091, 1.33642356281;SEINE-ET-MARNE
Phosphore total (P);5780459,33;49.354504579, 0.990330615027;058.00386;49.354504579, 0.990330615027;SEINE-ET-MARNE
Chlore;1010000;49.3608009519, 0.49874917128;058.00417;49.3608009519, 0.49874917128;OISE
Di(2-éthylhexyle)phtalate (DEHP);98266,616;49.4603902073, 0.832779123539;058.00437;49.4603902073, 0.832779123539;OISE
Fluor et ses composés (F);4,4;49.8792022124, 1.22213987541;058.00473;49.8792022124, 1.22213987541;SEINE-MARITIME
Chloroforme (trichlorométhane);1113,016693;49.2683796373, 1.20895666397;058.00503;49.2683796373, 1.20895666397;SEINE-MARITIME
Acide cyanhydrique (HCN);1371;49.483164771, 1.03676478737;058.00524;49.483164771, 1.03676478737;SEINE-MARITIME
Cadmium et ses composés (Cd);0,000275;49.9289380362, 1.62857311431;058.00529;49.9289380362, 1.62857311431;SEINE-MARITIME
Chlore;370990;49.5033425526, 0.270030491583;058.00532;49.5033425526, 0.270030491583;SEINE-MARITIME
Méthanol (alcool méthylique);3395705,92;49.5068011832, 0.30117030545;058.00575;49.5068011832, 0.30117030545;SEINE-MARITIME
Azote total (N);70022784,27;49.4074499469, 1.03854723542;058.00607;49.4074499469, 1.03854723542;SEINE-MARITIME
Nickel et ses composés (Ni);749;49.0205019389, 0.538000005677;058.00614;49.0205019389, 0.538000005677;SEINE-MARITIME
Cadmium et ses composés (Cd);234003,76;49.8876666179, 1.42786158293;058.00627;49.8876666179, 1.42786158293;SEINE-MARITIME
Nonylphénols;5983962,78;49.4940837922, 0.949282470776;058.00635;49.4940837922, 0.949282470776;SEINE-MARITIME
Toluène;261736,199;49.1028019432, 1.46338000533;058.00821;49.1028019432, 1.46338000533;SEINE-MARITIME
Cadmium et ses composés (Cd);0,00088;49.3180578699, 1.22251660712;058.00999;49.3180578699, 1.22251660712;SEINE-MARITIME
Azote total (N);13844060;49.3675221162, 1.10683134213;058.01044;49.3675221162, 1.10683134213;SEINE-MARITIME
Fluor et ses composés (F);131;49.984169248, 1.5499317274;058.01048;49.984169248, 1.5499317274;SEINE-MARITIME
Zinc et ses composés (Zn);647;49.4970811401, 0.315172688879;058.01086;49.4970811401, 0.315172688879;SEINE-MARITIME
Fer et ses composés (Fe);24646929;49.5060691688, 0.412598414148;058.01215;49.5060691688, 0.412598414148;SOMME
Acide cyanhydrique (HCN);1,3;49.4288756973, 1.04343135598;058.01216;49.4288756973, 1.04343135598;YVELINES
Fluor et ses composés (F);182;49.3585215504, 1.1130047345;058.01263;49.3585215504, 1.1130047345;VAL-D'OISE
Plomb et ses composés (Pb);154000;49.9151145305, 1.0834622888;058.01269;49.9151145305, 1.0834622888;EURE-ET-LOIR
Phosphore total (P);257880;49.8212685486, 0.911606325827;058.02304;49.8212685486, 0.911606325827;EURE
Demande chimique en oxygène (DCO);7163901,2;49.4925014914, 0.51615702102;058.03187;49.4925014914, 0.51615702102;YVELINES
Arsenic et ses composés (As);105643,12;49.4074499469, 1.03854723542;058.03829;49.4074499469, 1.03854723542;EURE
Demande biologique en oxygène (DBO5);3649000;47.157584194, 5.90151979127;059.00162;47.157584194, 5.90151979127;EURE
Zinc et ses composés (Zn);750,924;47.326919137, 6.00906674139;059.00244;47.326919137, 6.00906674139;EURE
