NOM_POLLUANT;QUANTITE;COORDONNEE;IDENTIFIANT;COORDONNEE;NOM_DEPARTEMENT
CO2 Total (CO2 d'origine biomasse et non biomasse);55700;49.6060936947, 5.07541629007;057.01143;49.6060936947, 5.07541629007;MANCHE
Dichlorométhane (DCM - chlorure de méthylène);3693009,1;49.7050444407, 4.91636182679;057.01149;49.7050444407, 4.91636182679;MEUSE
Vanadium et ses composés;1218,215917;49.7117156756, 4.91277829045;057.01152;49.7117156756, 4.91277829045;PAS-DE-CALAIS
Chrome et ses composés (Cr);722;49.7281805131, 4.8514732377;057.01156;49.7281805131, 4.8514732377;COTES-D'ARMOR
Zinc et ses composés (Zn);13066707,57;49.4192381819, 4.47998415297;057.01177;49.4192381819, 4.47998415297;COTES-D'ARMOR
CO2 Total (CO2 d'origine biomasse et non biomasse);663900;49.499101963, 4.36732000429;057.01178;49.499101963, 4.36732000429;VOSGES
Composés organiques volatils non méthaniques (COVNM);2103000;49.6057395456, 5.07438784118;057.01186;49.6057395456, 5.07438784118;FINISTERE
Zinc et ses composés (Zn);210;48.5986378565, 5.0448743893;057.01240;48.5986378565, 5.0448743893;MORBIHAN
CO2 Total d'origine biomasse uniquement;1299100;48.6025878888, 5.0445286252;057.01241;48.6025878888, 5.0445286252;PYRENEES-ATLANTIQUES
Chlore;3048;48.4461837722, 5.14581391577;057.01249;48.4461837722, 5.14581391577;ALPES-DE-HAUTE-PROVENCE
Composés organiques volatils non méthaniques (COVNM);1615900;48.5542197768, 5.07663144644;057.01253;48.5542197768, 5.07663144644;MAINE-ET-LOIRE
Composés organiques volatils non méthaniques (COVNM);108400,0889;47.8565018806, 5.34577000384;057.01254;47.8565018806, 5.34577000384;PYRENEES-ATLANTIQUES
CO2 Total d'origine non biomasse uniquement;337100;48.6454814751, 4.97758947999;057.01271;48.6454814751, 4.97758947999;SAONE-ET-LOIRE
Cobalt et ses composés (Co);1069828,2;48.6466744604, 4.94257916735;057.01277;48.6466744604, 4.94257916735;LOT-ET-GARONNE
Chrome et ses composés (Cr);1231,3;48.6379155795, 4.94338601952;057.01278;48.6379155795, 4.94338601952;DOUBS
Vanadium et ses composés;149,91;48.4123142577, 4.83172711611;057.01289;48.4123142577, 4.83172711611;HAUTE-SAONE
Manganèse et ses composés (Mn);419705,9139;48.4580422645, 5.14103860667;057.01290;48.4580422645, 5.14103860667;DOUBS
Composés organiques volatils non méthaniques (COVNM);832500;48.4500019114, 5.15300000394;057.01291;48.4500019114, 5.15300000394;MEURTHE-ET-MOSELLE
Zinc et ses composés (Zn);2677,15;48.4938731924, 4.95536319302;057.01293;48.4938731924, 4.95536319302;ALPES-MARITIMES
Composés organiques volatils non méthaniques (COVNM);856900;47.8029685082, 5.42765367466;057.01300;47.8029685082, 5.42765367466;COTES-D'ARMOR
CO2 Total d'origine biomasse uniquement;211600;48.2090169961, 5.56173129349;057.01322;48.2090169961, 5.56173129349;HAUTES-ALPES
Composés organiques volatils non méthaniques (COVNM);788081;47.8590018808, 5.34800000384;057.01330;47.8590018808, 5.34800000384;INDRE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);259000;48.0269398896, 5.34136300385;057.01339;48.0269398896, 5.34136300385;HAUTE-CORSE
Chlore;6;48.0600018913, 5.05000000395;057.01356;48.0600018913, 5.05000000395;PYRENEES-ATLANTIQUES
Méthane (CH4);2709000;47.8600068852, 5.18221067193;057.01360;47.8600068852, 5.18221067193;NIEVRE
Composés organiques volatils non méthaniques (COVNM);300300;48.5973870833, 4.23081305937;057.01388;48.5973870833, 4.23081305937;DOUBS
Composés organiques volatils non méthaniques (COVNM);504000;48.5859127455, 4.21963092249;057.01390;48.5859127455, 4.21963092249;HAUTE-SAONE
Composés organiques volatils non méthaniques (COVNM);366600;48.5874856454, 4.20929069513;057.01392;48.5874856454, 4.20929069513;CHARENTE-MARITIME
Méthane (CH4);3017700;48.7706689313, 4.24724632501;057.01398;48.7706689313, 4.24724632501;MORBIHAN
Méthane (CH4);2421800;48.9263426446, 3.99441268932;057.01400;48.9263426446, 3.99441268932;PAS-DE-CALAIS
Composés organiques volatils non méthaniques (COVNM);1529200;48.5024595513, 3.55088752258;057.01401;48.5024595513, 3.55088752258;PUY-DE-DOME
Composés organiques volatils non méthaniques (COVNM);34700;48.9263426446, 3.99441268932;057.01402;48.9263426446, 3.99441268932;PUY-DE-DOME
Composés organiques volatils non méthaniques (COVNM);3033700;48.8397130069, 3.91957574441;057.01412;48.8397130069, 3.91957574441;ILLE-ET-VILAINE
Nickel et ses composés (Ni);487;49.2458903157, 4.20757306405;057.01423;49.2458903157, 4.20757306405;MEUSE
Chlore;31647;49.3105619538, 3.69086020452;057.01442;49.3105619538, 3.69086020452;FINISTERE
CO2 Total d'origine non biomasse uniquement;92751,5;49.2925871745, 4.123337118;057.01445;49.2925871745, 4.123337118;SEINE-MARITIME
Composés organiques volatils non méthaniques (COVNM);308100;49.0455393385, 4.03857979753;057.01447;49.0455393385, 4.03857979753;HAUTE-MARNE
CO2 Total d'origine biomasse uniquement;5463800;49.2270054827, 3.93516545818;057.01448;49.2270054827, 3.93516545818;VOSGES
CO2 Total (CO2 d'origine biomasse et non biomasse);2475316,95;49.2991023296, 4.34072545344;057.01451;49.2991023296, 4.34072545344;JURA
CO2 Total (CO2 d'origine biomasse et non biomasse);467049;49.2095472427, 4.12241347864;057.01453;49.2095472427, 4.12241347864;ILLE-ET-VILAINE
CO2 Total (CO2 d'origine biomasse et non biomasse);1815816,23;49.2559065695, 4.03460865493;057.01463;49.2559065695, 4.03460865493;MANCHE
Méthanol (alcool méthylique);838545;49.2651823679, 4.03447538143;057.01467;49.2651823679, 4.03447538143;HAUTES-ALPES
Cobalt et ses composés (Co);10376569,27;49.2330719496, 4.04915658472;057.01475;49.2330719496, 4.04915658472;CALVADOS
Hydroflurocarbures (HFC);1451858,033;49.2279356056, 4.02731941352;057.01486;49.2279356056, 4.02731941352;SAONE-ET-LOIRE
Arsenic et ses composés (As);981383;49.2636019516, 3.99573000441;057.01491;49.2636019516, 3.99573000441;PAS-DE-CALAIS
CO2 Total d'origine non biomasse uniquement;273756,9;49.1439764343, 4.2641002232;057.01497;49.1439764343, 4.2641002232;COTE-D'OR
Composés organiques volatils non méthaniques (COVNM);171353;49.1981467646, 4.13230814715;057.01499;49.1981467646, 4.13230814715;PYRENEES-ATLANTIQUES
Hydrocarbures aromatiques polycycliques (HAP);129540;49.0429658095, 3.95726805022;057.01506;49.0429658095, 3.95726805022;BOUCHES-DU-RHONE
Composés organiques volatils non méthaniques (COVNM);1425508,11;48.6050763828, 3.81036874239;057.01507;48.6050763828, 3.81036874239;CORREZE
CO2 Total (CO2 d'origine biomasse et non biomasse);14560;48.7326250839, 3.55808379404;057.01511;48.7326250839, 3.55808379404;PUY-DE-DOME
CO2 Total d'origine biomasse uniquement;43000;49.0567919415, 3.95148000441;057.01524;49.0567919415, 3.95148000441;SOMME
CO2 Total (CO2 d'origine biomasse et non biomasse);103925926,1;48.7394822405, 4.16394848166;057.01531;48.7394822405, 4.16394848166;NORD
CO2 Total d'origine non biomasse uniquement;1210365,43;48.7194130221, 4.14211563635;057.01539;48.7194130221, 4.14211563635;FINISTERE
Fluor et composés inorganiques (HF);117695,16;49.0204920035, 4.04719885474;057.01542;49.0204920035, 4.04719885474;PUY-DE-DOME
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);4644434,22;49.0204920035, 4.04719885474;057.01543;49.0204920035, 4.04719885474;GERS
Nickel et ses composés (Ni);1005796,1;48.6918542565, 3.88826812583;057.01544;48.6918542565, 3.88826812583;VAL-D'OISE
CO2 Total d'origine non biomasse uniquement;8182385;49.3665281695, 4.17025561949;057.01552;49.3665281695, 4.17025561949;VAL-D'OISE
Acide cyanhydrique (HCN);752;49.0562951829, 3.99786543471;057.01558;49.0562951829, 3.99786543471;EURE
Composés organiques volatils non méthaniques (COVNM);428300;49.3062929891, 4.28629860502;057.01574;49.3062929891, 4.28629860502;SEINE-MARITIME
Hydroflurocarbures (HFC);165;49.039131756, 3.97676593142;057.01601;49.039131756, 3.97676593142;SEINE-MARITIME
Chlorofluorocarbures (CFC);14670;49.2559065695, 4.03460865493;057.01604;49.2559065695, 4.03460865493;SEINE-MARITIME
Composés organiques volatils non méthaniques (COVNM);32400;49.0468485523, 3.96521086667;057.01608;49.0468485523, 3.96521086667;SEINE-MARITIME
Composés organiques volatils non méthaniques (COVNM);10900700;49.3350028045, 4.14670310735;057.01609;49.3350028045, 4.14670310735;OISE
Hydrochlorofluorocarbures (HCFC);63;49.263371389, 4.03544544376;057.01622;49.263371389, 4.03544544376;OISE
Hydrochlorofluorocarbures (HCFC);40;49.2430995438, 4.05188808711;057.01662;49.2430995438, 4.05188808711;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);3374907,3;48.819937419, 3.97032020383;057.01671;48.819937419, 3.97032020383;OISE
Composés organiques volatils non méthaniques (COVNM);225000;48.9567078177, 4.36312971329;057.01681;48.9567078177, 4.36312971329;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);29055251,6;48.7234185366, 4.58944869978;057.01701;48.7234185366, 4.58944869978;SOMME
CO2 Total d'origine non biomasse uniquement;10299717,2;48.8789439792, 4.52499897731;057.01706;48.8789439792, 4.52499897731;SOMME
CO2 Total (CO2 d'origine biomasse et non biomasse);6775700;48.8159723367, 3.98016992204;057.01719;48.8159723367, 3.98016992204;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);574478;48.946791444, 4.81082536825;057.01721;48.946791444, 4.81082536825;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);461200;48.8348736347, 4.51781228693;057.01723;48.8348736347, 4.51781228693;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);166536,85;48.7686453359, 4.8361461167;057.01726;48.7686453359, 4.8361461167;OISE
CO2 Total (CO2 d'origine biomasse et non biomasse);24500;48.9472031559, 4.1444852304;057.01731;48.9472031559, 4.1444852304;SEINE-ET-MARNE
CO2 Total d'origine non biomasse uniquement;50800;48.7803812069, 4.51712952806;057.01734;48.7803812069, 4.51712952806;VAL-DE-MARNE
Composés organiques volatils non méthaniques (COVNM);2507562,1;48.997843257, 4.33142377466;057.01735;48.997843257, 4.33142377466;VAL-DE-MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);6278000;48.9780181823, 4.35142677686;057.01743;48.9780181823, 4.35142677686;HAUTS-DE-SEINE
Chrome et ses composés (Cr);29097;49.0901127111, 4.89247648576;057.01747;49.0901127111, 4.89247648576;YVELINES
Composés organiques volatils non méthaniques (COVNM);1530485;49.0601570832, 4.60993699947;057.01751;49.0601570832, 4.60993699947;VAL-DE-MARNE
Acétaldéhyde (aldéhyde acétique â€“ éthanal);905211,9;48.8393830745, 4.1992916006;057.01760;48.8393830745, 4.1992916006;VAL-DE-MARNE
Cuivre et ses composés (Cu);104418,71;49.128156916, 4.5352411373;057.01763;49.128156916, 4.5352411373;MARNE
CO2 Total d'origine non biomasse uniquement;527320;48.8214474734, 4.24472045644;057.01765;48.8214474734, 4.24472045644;HAUTE-MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);571948;48.7234185366, 4.58944869978;057.01783;48.7234185366, 4.58944869978;AUBE
Composés organiques volatils non méthaniques (COVNM);287209,9;48.7265069271, 4.60294308201;057.01829;48.7265069271, 4.60294308201;HAUTE-MARNE
CO2 Total d'origine non biomasse uniquement;274743,21;48.7234185366, 4.58944869978;057.01887;48.7234185366, 4.58944869978;AUBE
Composés organiques volatils non méthaniques (COVNM);277300;48.5299728922, 4.15693734501;057.01906;48.5299728922, 4.15693734501;AUBE
Nickel et ses composés (Ni);910795,9;48.3577854524, 4.19765733356;057.01908;48.3577854524, 4.19765733356;AUBE
Acétaldéhyde (aldéhyde acétique â€“ éthanal);730460,1;48.4726986999, 4.40581633902;057.01910;48.4726986999, 4.40581633902;AUBE
Composés organiques volatils non méthaniques (COVNM);35500;48.235661138, 4.70377222548;057.01928;48.235661138, 4.70377222548;AUBE
Fluor et ses composés (F);137,41;48.1994276819, 4.77633627798;057.01935;48.1994276819, 4.77633627798;MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);2439370;48.3198227573, 4.06255529018;057.01961;48.3198227573, 4.06255529018;AUBE
Composés organiques volatils non méthaniques (COVNM);1966000;48.3160146543, 4.01978937648;057.01963;48.3160146543, 4.01978937648;MARNE
Dichlorométhane (DCM - chlorure de méthylène);267300;48.5217139607, 3.63441240423;057.01974;48.5217139607, 3.63441240423;MARNE
CO2 Total d'origine non biomasse uniquement;49600;48.4901462382, 3.49165509846;057.02038;48.4901462382, 3.49165509846;MARNE
Zinc et ses composés (Zn);246,8;48.2751559493, 4.04992318316;057.02070;48.2751559493, 4.04992318316;MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);189300;48.3025927017, 4.07399054555;057.02099;48.3025927017, 4.07399054555;MARNE
Composés organiques volatils non méthaniques (COVNM);343900;48.2382338679, 4.46505645466;057.02119;48.2382338679, 4.46505645466;ARDENNES
Acrylonitrile;11,9;48.2613172592, 4.07371538683;057.02174;48.2613172592, 4.07371538683;AISNE
Hydrochlorofluorocarbures (HCFC);1478;48.2883482852, 4.04005855518;057.02197;48.2883482852, 4.04005855518;AISNE
CO2 Total d'origine non biomasse uniquement;1787371,027;48.1092665518, 5.14042761233;057.02199;48.1092665518, 5.14042761233;AISNE
Phénols (Ctotal);227;48.7120019243, 3.72800000446;057.02207;48.7120019243, 3.72800000446;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);457990;49.6956537622, 4.93156669266;057.02209;49.6956537622, 4.93156669266;AISNE
CO2 Total d'origine non biomasse uniquement;291000;48.2912853699, 4.02469647845;057.02271;48.2912853699, 4.02469647845;AISNE
Chlore;15;49.7366782328, 4.82532078665;057.02350;49.7366782328, 4.82532078665;AISNE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);9719400;49.6956537622, 4.93156669266;057.02355;49.6956537622, 4.93156669266;AISNE
Chlorofluorocarbures (CFC);504;49.0425779176, 3.95803519251;057.02371;49.0425779176, 3.95803519251;AISNE
Composés organiques volatils non méthaniques (COVNM);1355400;47.8563018806, 5.34807000384;057.02394;47.8563018806, 5.34807000384;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);770800;48.8487572133, 3.96775088353;057.02421;48.8487572133, 3.96775088353;ARDENNES
Composés organiques volatils non méthaniques (COVNM);346600;48.6379155795, 4.94338601952;057.02454;48.6379155795, 4.94338601952;ARDENNES
Méthane (CH4);10535620,1;48.2158956797, 4.27542361797;057.02463;48.2158956797, 4.27542361797;SEINE-ET-MARNE
Méthane (CH4);4766601,944;48.4901186031, 3.54450330033;057.02478;48.4901186031, 3.54450330033;SEINE-ET-MARNE
Acétaldéhyde (aldéhyde acétique â€“ éthanal);3380211,04;48.4028627368, 3.73859335198;057.02543;48.4028627368, 3.73859335198;AISNE
Composés organiques volatils non méthaniques (COVNM);394000;48.4869882255, 3.48877451267;057.02603;48.4869882255, 3.48877451267;AISNE
Chlore;156804;48.0295731288, 4.43198255906;057.02678;48.0295731288, 4.43198255906;AISNE
Thallium et ses composés;1587200,484;49.0298429112, 4.31824697261;057.02761;49.0298429112, 4.31824697261;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);61900;48.3084293845, 4.03449613757;057.02815;48.3084293845, 4.03449613757;AISNE
Méthane (CH4);1654000;48.6910751429, 4.45957599602;057.02843;48.6910751429, 4.45957599602;AISNE
CO2 Total d'origine non biomasse uniquement;176200;48.2226844233, 4.71957468463;057.02849;48.2226844233, 4.71957468463;AISNE
Composés organiques volatils non méthaniques (COVNM);157900;49.0429658095, 3.95726805022;057.02854;49.0429658095, 3.95726805022;AISNE
CO2 Total d'origine biomasse uniquement;3706540;49.3465475079, 4.17058756265;057.02992;49.3465475079, 4.17058756265;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);3061800;48.5069732767, 3.43794885704;057.02999;48.5069732767, 3.43794885704;AISNE
Dichlorométhane (DCM - chlorure de méthylène);6510;48.1817037703, 4.97972027398;057.03072;48.1817037703, 4.97972027398;AISNE
CO2 Total (CO2 d'origine biomasse et non biomasse);86600;49.7053719728, 4.43803000428;057.03186;49.7053719728, 4.43803000428;AISNE
CO2 Total d'origine non biomasse uniquement;225400;48.3084293845, 4.03449613757;057.03284;48.3084293845, 4.03449613757;MARNE
Composés organiques volatils non méthaniques (COVNM);36800;48.5902738391, 4.22296419554;057.03445;48.5902738391, 4.22296419554;MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);92422;49.3350028045, 4.14670310735;057.03519;49.3350028045, 4.14670310735;MARNE
Hydrochlorofluorocarbures (HCFC);173385;49.2683796373, 1.20895666397;058.00289;49.2683796373, 1.20895666397;MARNE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);22124078,98;49.4770251127, 0.533821706792;058.00290;49.4770251127, 0.533821706792;MARNE
CO2 Total d'origine biomasse uniquement;5977731,42;49.3156675578, 1.51197830594;058.00291;49.3156675578, 1.51197830594;MARNE
Hydrocarbures aromatiques polycycliques (HAP);324996822,5;49.4879526164, 0.236335405204;058.00297;49.4879526164, 0.236335405204;MARNE
Composés organiques volatils non méthaniques (COVNM);3281180;49.4818902706, 0.277130266173;058.00299;49.4818902706, 0.277130266173;MARNE
Composés organiques volatils non méthaniques (COVNM);37100;49.1018522137, 1.46329679878;058.00303;49.1018522137, 1.46329679878;MARNE
Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2);7427608,2;49.3000019526, 0.90000000556;058.00305;49.3000019526, 0.90000000556;MARNE
CO2 Total (CO2 d'origine biomasse et non biomasse);2068600;49.4970811401, 0.315172688879;058.00316;49.4970811401, 0.315172688879;SEINE-ET-MARNE
Hydrochlorofluorocarbures (HCFC);19066;49.2999019526, 1.00766000552;058.00320;49.2999019526, 1.00766000552;YONNE
Oxydes d'azote (NOx - NO + NO2) (en eq. NO2);3090341;49.5157053899, 0.532097091712;058.00323;49.5157053899, 0.532097091712;AUBE
1 - 3-butadiène;10913191;49.4882296272, 0.564124694059;058.00326;49.4882296272, 0.564124694059;MARNE
Composés organiques volatils non méthaniques (COVNM);265500;49.0942019425, 0.618106005652;058.00330;49.0942019425, 0.618106005652;SEINE-ET-MARNE
Trichloroéthylène (TRI);5660;49.8768387589, 1.24468761251;058.00342;49.8768387589, 1.24468761251;AUBE
Protoxyde d'azote (N2O);74120169,9;49.4882296272, 0.564124694059;058.00348;49.4882296272, 0.564124694059;AUBE
CO2 Total (CO2 d'origine biomasse et non biomasse);358200;49.4250845812, 1.05690054959;058.00351;49.4250845812, 1.05690054959;AUBE
Méthanol (alcool méthylique);856041,7;49.1101129194, 0.715270091741;058.00355;49.1101129194, 0.715270091741;AUBE
Hydrochlorofluorocarbures (HCFC);52809,03;49.1159876117, 1.50884828954;058.00366;49.1159876117, 1.50884828954;MARNE
Composés organiques volatils non méthaniques (COVNM);445000;49.2683796373, 1.20895666397;058.00373;49.2683796373, 1.20895666397;MARNE
CO2 Total d'origine non biomasse uniquement;5494861;49.3181787301, 1.15887977448;058.00375;49.3181787301, 1.15887977448;AUBE
